4kLUm6dYdq,BELASTUNG STUFEI,Productivity_Change,Gender,neighborhood,Number_of_Virtual_Meetings,Work_Location,Hours_Worked_Per_Week,Company_Support_for_Remote_Work,Age,Work_Life_Balance_Rating,Zugang zu Ressourcen für psychische Gesundheit
IT,culture medium,Decrease,Male,Asia,13,Remote,56,4,24,1,No
Finance,Low,No Change,Non-binary,1XXx_Oceania,6,Remote,59,1,28,3,No
Retail,Low,Increase,Female,North America,2,remote control,39,9,31,1,No
Finance,Lo.,Decrease,Prefer not to say,Europe,6,Onsite,37,9,38,1,Ye.
IT,Low,Decrease,Male,South America,3,Remote,60,2,56,5,No
Fe5k_Consulting,High,Decrease,Prefer not to say,North America,6,Remote,51,2,47,5,Yes
Healthcare,Low,Increase,Prefer not to say,Europe,11,Onsite,26,1,47,5,Yes
Healthcare,Medium,Increase,Male,Africa,2,Remote,46,1,43,3,Yes
Finance,High,Decrease,Non-binary,North America,10,Remote,33,1,27,4,No
Retail,Low,No Change,Prefer not to say,Asia,8,Onsite,23,2,25,5,No
Retail,Medium,Decrease,Prefer not to say,North America,6,Remote,94,4,35,3,Yes
Finance,Low,Increase,Female,Europe,1,Onsite,39,3,50,3,No
Education,Low,Increase,Prefer not to say,Asia,11,Remote,26,3,30,3,Yes
Consulting,Medium,No Change,Female,Asia,3,Remote,58,3,32,5,No
Finance,High,No Change,Prefer not to say,Europe,11,Hybrid,48,7,54,4,Yes
Manufacturing,High,Increase,Female,Europe,6,Onsite,33,3,23,3,Yes
Healthcare,Medium,Decrease,Prefer not to say,North America,12,Onsite,25,4,29,4,No
Manufacturing,Medium,Increase,Non-binary,North America,13,Onsite,48,3,41,3,No
Retail,High,Increase,Female,North America,3,Hybrid,93,2,39,1,No
Education,High,No Change,Female,Europe,3,n_Onsite,60,2,22,5,No
Finance,Medium,Decrease,Non-binary,North America,8,Remote,84,4,48,4,No
Hea.,High,Increase,Female,Europe,11,L3_Hybrid,21,3,52,5,Yes
I.,Medium,No Change,Female,North America,9,Remote,43,1,28,4,Yes
Finance,Medium,Decrease,Prefer not to say,Africa,8,Remote,31,1,36,3,Yes
IT,High,No Change,Non-binary,North America,5,Onsite,58,3,29,4,Ye.
IT,High,No Change,Female,Oceania,8,intercrossed,81,4,26,5,No
Finance,High,Decrease,Male,South America,7,Onsite,60,5,27,1,Yes
Healthcare,Low,Decrease,Prefer not to say,Nor.Am.,15,Onsite,94,9,31,4,gJ_Yes
Education,High,Decrease,Prefer not to say,Europe,4,Remote,30,4,47,4,No
Finance,High,Decrease,Male,Asia,12,Remote,49,5,45,1,Yes
Consulting,Low,No Change,Prefer not to say,South America,12,Hybrid,33,3,50,4,No
IT,High,No Change,Female,Europe,5,LJ_Remote,56,3,46,3,No
Education,Medium,Increase,Female,Africa,14,Remote,46,4,24,3,Yes
Finance,High,Decrease,Female,Asia,6,Remote,28,3,24,4,No
Retail,Low,Decrease,Prefer not to say,Europe,7,Onsite,25,3,53,3,No
Education,Medium,No Change,Female,Africa,11,Remote,57,3,45,4,No
Healthcare,H.,Decrease,Male,Asia,2,Onsite,52,1,37,1,No
Finance,Medium,Decrease,Male,Africa,15,Remote,34,4,29,5,Yes
Consulting,High,Decrease,Prefer not to say,Oceania,9,Onsite,56,3,38,4,No
Finance,culture medium,No Change,Prefer not to say,North_America,11,Remote,25,2,60,4,Yes
Education,High,No Change,Male,South America,1,Onsite,81,4,47,3,Yes
Healthcare,High,Increase,Prefer not to say,North America,4,Hybrid,30,2,40,5,No
Finance,High,Decrease,Prefer not to say,Oceania,4,Onsite,96,1,48,5,Yes
Retail,Low,No Change,Male,Io_Europe,10,Onsite,20,4,44,5,No
onP3_IT,High,Increase,Non-binary,Asia,15,Onsite,50,3,37,5,Yes
Ed.,High,Increase,Female,Oceania,2,intercrossed,57,1,37,3,Yes
Healthcare,low-toned,No Change,Non-binary,North America,10,Remote,48,5,50,4,Yes
Healthcare,Medium,No Change,Prefer not to say,Europe,10,Remote,84,3,57,2,No
aj7_Healthcare,Medium,Decrease,Non-binary,Africa,12,Remote,29,1,42,2,Yes
Manufacturing,Low,Decrease,Female,Asia,2,Hybrid,47,2,24,5,Yes
Retail,High,No Change,Female,South America,5,Hybrid,45,2,25,5,No
IT,High,No Change,Non-binary,Asia,9,Hybrid,26,2,39,2,No
Man.,Low,No Change,Prefer not to say,Europe,4,Remote,30,2,40,2,No
Consulting,High,No Change,Female,North America,7,Hybrid,51,3,29,2,No
Manufacturing,Medium,Decrease,Prefer not to say,Asia,8,Onsite,43,2,56,3,Yes
Finance,High,Increase,Prefer not to say,North America,4,Onsite,28,5,29,1,Yes
Finance,High,No Change,Female,South America,7,Hybrid,51,10,23,1,Yes
Healthcare,High,Increase,Non-binary,South America,11,Remote,44,5,49,4,No
Manufacturing,High,Decrease,Female,North America,0,Hybrid,27,9,55,1,Yes
Healthcare,High,No Change,Non-binary,Asia,12,Hybrid,56,3,38,1,Yes
manufacture,Low,No Change,Female,Oceania,4,Remote,56,2,40,4,Yes
Finance,high-topped,No Change,Non-binary,North America,6,Onsite,40,4,34,3,No
IT,Low,Increase,Female,North America,6,Remote,22,2,52,5,No
IT,High,Decrease,Prefer not to say,South America,14,Onsite,22,4,31,1,No
IT,High,Increase,Female,Europe,8,Onsite,60,8,54,2,No
Healthcare,Medium,No Change,Male,Af.,1,Remote,77,2,47,1,No
Manufacturing,High,Decrease,Non-binary,Oceania,5,Onsite,45,4,39,1,Yes
Manufacturing,Low,No Change,Female,dfje_Asia,15,Onsite,37,4,52,2,No
IT,Low,Decrease,Non-binary,South America,9,Hybrid,56,3,26,3,Yes
Education,Low,No Change,Prefer not to say,North America,15,Onsite,98,2,34,1,No
Healthcare,Low,Decrease,Non-binary,Oceania,4,Remote,97,4,26,2,Yes
Consulting,Medium,Increase,Non-binary,South America,0,Remote,23,4,50,4,Yes
Retail,Medium,No Change,Non-binary,North America,10,Onsite,47,1,51,1,No
Manufacturing,High,No Change,Male,Oceania,6,Remote,20,3,55,4,No
Healthcare,Medium,No Change,Female,Europe,9,remote control,38,2,31,4,Yes
Healthcare,Low,No Change,Male,South America,1,Remote,29,7,48,2,No
Consulting,Low,Increase,Prefer not to say,North America,1,remote control,39,3,43,1,Yes
Co.,Medium,Increase,Non-binary,Africa,7,Onsite,49,3,32,4,No
Healthcare,Low,Increase,Prefer not to say,Oceania,1,Remo.,20,10,38,1,No
IT,Medium,No Change,Prefer not to say,North America,14,Remote,60,5,30,4,No
n_Finance,Low,Increase,Prefer not to say,A.,8,Onsite,37,4,28,2,Yes
Manufacturing,High,Increase,Non-binary,Asia,6,Remote,47,9,30,5,No
Retail,3S_Low,Decrease,Female,Africa,10,Remote,38,2,54,3,No
IT,High,Decrease,Prefer not to say,Europe,0,Onsite,54,2,43,3,Yes
Co.,High,Increase,Non-binary,Africa,9,Onsite,37,2,40,5,Yes
Hea.,Low,No Change,Female,Asia,4,Remote,37,3,53,1,No
Healthcare,high-topped,No Change,Prefer not to say,South America,9,Hybrid,29,4,31,2,N.
IT,High,Increase,Prefer not to say,Africa,8,Onsite,29,4,35,1,Yes
Finance,High,Decrease,Male,Europe,10,Hybrid,58,4,25,4,Yes
Finance,Low,Decrease,Male,South America,2,Remote,20,4,42,3,No
Consulting,Low,Increase,Prefer not to say,South America,2,Onsite,56,2,52,1,Yes
Healthcare,High,Increase,Prefer not to say,Europe,7,Hybrid,89,3,58,4,No
IT,High,Increase,Male,Asia,4,Onsite,55,9,51,1,No
GWq_Consulting,Medium,Decrease,Non-binary,North America,5,intercrossed,43,3,55,4,No
Healthcare,High,Increase,Female,South America,12,Onsite,30,1,30,2,No
IT,Medium,No Change,Male,South America,10,Onsite,32,4,28,3,Yes
Retail,Medium,No Change,Non-binary,North America,8,Onsite,39,4,60,5,No
Consulting,Medium,Increase,Male,Europe,7,Onsite,37,4,45,4,t_No
Manufacturing,high-topped,Increase,Prefer not to say,Africa,4,Onsite,28,4,51,5,Yes
Consulting,Low,No Change,Male,Africa,2,Hybrid,29,1,53,1,No
Manufacturing,Medium,Increase,Non-binary,Europe,8,Onsite,25,8,24,5,Yes
Retail,Medium,No Change,Non-binary,Oceania,12,Hybrid,34,1,52,2,Yes
M4BA_IT,Medium,Increase,Prefer not to say,South America,12,Onsite,54,4,27,1,fg_No
Retail,XIZ_Low,Increase,Prefer not to say,Europe,14,Hybrid,54,5,43,5,Yes
Retail,Low,Decrease,Non-binary,Africa,10,Remote,42,2,40,4,Yes
Finance,Medium,Decrease,Female,Asia,14,Remote,54,1,36,5,No
Retail,H.,No Change,Female,South America,3,Hybrid,60,3,22,4,Yes
Finance,Medium,No Change,Male,South America,6,Onsite,44,3,33,3,Yes
Education,Low,Increase,Prefer not to say,Oceania,4,Onsite,31,3,60,3,Yes
Healthcare,Medium,No Change,Male,kC_Africa,7,Remote,27,2,28,4,Yes
F.,Medium,Decrease,Female,Oceania,3,Onsite,21,5,33,1,Yes
Healthcare,Low,No Change,Male,Oce.,6,Hybrid,39,3,53,5,Yes
Education,Medium,Decrease,Male,Europe,13,Onsite,25,3,56,2,No
Education,Low,Increase,Prefer not to say,A.,8,Hybrid,51,4,34,2,No
Retail,Low,Decrease,Female,Oceania,12,Remote,96,2,37,1,Yes
Education,Low,No Change,Prefer not to say,North America,9,Hy.,26,4,22,4,No
Retail,Medium,Increase,Non-binary,South America,6,Remote,49,5,44,4,No
Consulting,Medium,Decrease,Female,Europe,2,Remote,22,1,27,4,atomic number 102
Consulting,High,Decrease,Male,R8_Europe,3,Hybrid,36,2,49,1,No
Finance,Medium,Decrease,Male,Africa,9,Onsite,97,1,55,2,Yes
Manufacturing,Low,Increase,Non-binary,South America,2,Remote,87,2,53,3,Yes
Education,Medium,No Change,Prefer not to say,North America,3,Hybrid,54,4,38,4,Yes
IT,Low,No Change,Non-binary,Asia,14,Remote,31,3,39,5,No
IT,Hig.,Increase,Non-binary,Europe,12,Hy.,44,4,56,4,Yes
IT,Low,No Change,Non-binary,Africa,6,Hybrid,43,4,48,1,No
Finance,High,Decrease,Prefer not to say,North America,4,Remote,47,4,24,2,Yes
Manufacturing,High,No Change,Non-binary,Oceania,2,Onsite,28,1,28,1,Yes
Retail,Low,No Change,Prefer not to say,Asia,13,Hybrid,33,3,58,5,Yes
Finance,Medium,Increase,Female,Africa,0,Onsite,58,5,35,2,No
Healthcare,low-toned,Decrease,Female,Asia,0,Hybrid,57,2,60,2,No
Finance,Medium,No Change,Prefer not to say,Europe,14,Remote,45,9,54,1,No
Manufacturing,Medium,No Change,Female,Africa,12,Remote,32,8,30,1,No
Finance,Medium,Decrease,Non-binary,Africa,12,Hybrid,22,4,46,4,Yes
Manufacturing,Low,No Change,Female,Oceania,9,Remote,50,9,49,1,No
Cy_Finance,Medium,No Change,Female,r_Oceania,15,Remote,21,2,47,2,No
Healthcare,High,Decrease,Prefer not to say,South America,8,Remote,60,4,26,3,No
Retail,High,Decrease,Male,South America,5,Hybrid,99,1,47,3,No
Healthcare,low-toned,Increase,Non-binary,Asia,5,Hybrid,27,3,52,4,No
IT,High,Decrease,Prefer not to say,in the south the americas,10,Onsite,25,2,27,4,Ye.
IT,High,Decrease,Prefer not to say,Eu.,13,Hybrid,22,10,59,4,Yes
Retail,Medium,No Change,Prefer not to say,As.,14,Remote,42,2,45,3,O_Yes
Manufacturing,W6_Medium,Decrease,Female,Europe,9,Hybrid,24,1,29,1,Yes
Education,Low,No Change,Non-binary,South America,4,AA_Onsite,47,1,60,5,No
Finance,Medium,No Change,Prefer not to say,Oceania,6,Onsite,20,4,57,5,No
Finance,High,Increase,Male,South America,5,Hybrid,52,1,28,3,No
Manufacturing,Medium,Decrease,Non-binary,Africa,9,Onsite,49,4,23,1,Yes
Healthcare,Low,Decrease,Non-binary,South America,14,Hybrid,56,3,54,5,No
Healthcare,Low,No Change,Non-binary,Europe,5,Hybrid,30,5,25,2,Yes
Healthcare,Medium,No Change,Prefer not to say,North America,3,Hybrid,85,5,39,4,No
Consulting,Low,No Change,Prefer not to say,South America,12,Remote,59,1,55,4,No
Manufacturing,Medium,Increase,Male,Asia,5,Remote,42,4,26,2,No
Finance,High,Increase,Non-binary,Africa,13,Onsite,24,3,45,1,Yes
Retail,Medium,No Change,Male,Asia,3,Hybrid,52,4,56,1,Yes
Consulting,High,No Change,Female,North America,1,Onsite,27,4,52,5,No
Manufacturing,Medium,No Change,Non-binary,Europe,8,Remote,46,5,23,2,No
IT,High,Decrease,Female,North America,14,Hybrid,25,5,43,5,Yes
Manufacturing,Low,No Change,Male,Africa,15,Remote,38,4,49,1,Yes
IT,high-topped,Decrease,Non-binary,Oceania,15,Hybrid,50,5,34,4,No
Healthcare,Low,Decrease,Male,South America,5,Onsite,40,3,49,2,Yes
IT,Low,Decrease,Male,Asia,14,Remote,45,5,51,1,No
Healthcare,Low,Increase,Male,Asia,7,Hybrid,48,4,50,4,No
Consulting,Low,Decrease,Prefer not to say,South America,2,Hybrid,43,4,54,3,Yes
Education,Low,No Change,Male,North America,1,Hybrid,57,2,24,2,Yes
Healthcare,Low,Decrease,Female,Asia,12,Onsite,20,8,38,1,No
IT,Low,No Change,Male,South America,1,Remote,20,4,41,1,No
EH_Healthcare,High,Decrease,Male,South.America,4,Hybrid,40,4,34,2,atomic number 102
IT,High,Increase,Female,Africa,15,Remote,78,1,36,2,No
Retail,Low,Increase,Non-binary,North America,15,Onsite,54,3,51,3,Yes
Healthcare,Low,No Change,Prefer not to say,Africa,13,Onsite,86,2,35,4,Yes
Education,Medi.,Increase,Female,Oceania,9,Onsite,51,2,52,2,No
Education,Medium,Increase,Prefer not to say,Asia,3,Hybrid,35,5,56,5,Yes
I.,Low,No Change,Non-binary,Oceania,5,Onsite,48,4,30,5,Yes
IT.,High,No Change,Female,Oceania,9,Remote,49,9,59,2,No
Retail,High,Decrease,Prefer not to say,Oceania,15,Onsite,47,5,60,4,Yes
Healthcare,Medium,Increase,Female,Europe,9,Hybrid,36,5,45,4,No
Healthcare,Low,Decrease,Prefer not to say,Oceania,10,Hybrid,58,4,37,3,Yes
Education,Medium,Increase,Prefer not to say,Oceania,3,Onsite,42,4,40,4,No
Healthcare,Medium,Decrease,Non-binary,Oceania,1,Onsite,88,3,30,1,No
Healthcare,Low,No Change,Non-binary,North America,2,Onsite,56,4,57,3,Yes
Consulting,Low,Increase,Prefer not to say,South America,11,Remote,58,4,48,3,No
Healthcare,Medium,Decrease,Female,South America,11,Onsite,49,5,51,2,Yes
Con.,Low,Increase,Prefer not to say,Europe,4,Hybrid,25,2,46,5,No
Finance,High,Decrease,Male,Europe,15,Remote,48,3,56,3,Yes
Consulting,Medium,Decrease,Male,Oceania,14,Hybrid,20,1,25,1,No
Retail,High,Increase,Non-binary,Oceania,15,Onsite,39,1,22,4,No
Finance,Low,Increase,Non-binary,North_America,4,Hybrid,93,1,42,5,No
Finance,High,Increase,Prefer not to say,Asia,10,Hybrid,60,3,40,3,Yes
Retail,High,No Change,Non-binary,North America,2,Onsite,43,4,51,2,Yes
Manufacturing,Medium,Increase,Female,Europe,10,Remote,82,10,34,3,Yes
Heal.,Low,Decrease,Prefer not to say,Africa,5,Hybrid,59,10,34,5,No
IT,High,Decrease,Non-binary,Europe,10,Hybrid,56,1,28,5,Yes
Finan.,High,Decrease,Non-binary,Afr.,0,Remote,39,1,46,2,No
Education,Medium,Increase,Prefer not to say,Europe,1,Remote,23,10,37,1,No
Consulting,Low,Decrease,Non-binary,As.,7,Hybrid,50,2,48,5,No
Manufacturing,Medium,Increase,Non-binary,Oceania,1,Re.,33,5,32,1,No
IT,Low,Increase,Prefer not to say,Africa,8,Hybrid,50,2,28,4,No
Retail,Low,Increase,Prefer not to say,Europe,3,Onsite,33,5,41,5,No
Manufacturing,Medium,Decrease,Prefer not to say,Africa,0,Hybrid,45,2,57,2,No
IT,Low,No Change,Female,Europe,2,Hybrid,81,3,42,2,Yes
Consulting,Low,Increase,Female,Europe,2,Onsite,51,4,56,1,Yes
I.,Low,Increase,Prefer not to say,Oceania,8,Onsite,24,10,57,5,Yes
Retail,Medium,Decrease,Prefer not to say,South America,15,Onsite,34,1,32,3,No
Healthcare,high-topped,No Change,Non-binary,Oceania,9,Onsite,25,3,57,3,Yes
Finance,Low,Increase,Non-binary,North America,11,Remote,45,1,25,1,No
Consulting,Low,Decrease,Female,South America,7,Remote,48,4,35,5,No.
Manufacturing,Medium,Decrease,Female,Europe,2,Hybrid,49,3,44,2,No
Education,Low,Increase,Non-binary,Oceania,5,Remote,27,2,35,2,No
Consulting,Medium,Decrease,Prefer not to say,North America,15,Fzt_Onsite,98,4,43,2,YT5_Yes
Manufacturing,Medium,No Change,Female,North-America,9,Remote,55,5,58,1,Yes
Finance,Medium,Increase,Female,Asia,15,Onsite,28,2,29,1,No
Retail,High,Decrease,Non-binary,Africa,7,remote control,51,4,36,4,Yes
Manufacturing,Low,No Change,Prefer not to say,South America,12,Onsite,41,3,48,5,No
IT,Low,Decrease,Non-binary,Europe,5,Hybrid,20,4,48,1,Yes
Healthcare,Medium,Decrease,Non-binary,Oceania,8,Onsite,21,5,29,3,Yes
IT,Low,No Change,Prefer not to say,South America,9,Hybrid,83,1,38,3,Yes
Consulting,Medium,Increase,Non-binary,Oceania,12,Remote,24,4,38,4,No
q_IT,Low,Decrease,Prefer not to say,South America,14,Onsite,36,1,26,4,No
Manufacturing,High,Decrease,Prefer not to say,Oceania,9,Hybrid,35,5,35,4,Yes
Retail,High,Decrease,Female,Eur.,0,Onsite,23,3,53,5,Yes
Healthcare,Low,Decrease,Non-binary,Asia,14,Onsite,39,1,25,1,No
Education,Medium,Decrease,Non-binary,Asia,13,Hybrid,42,3,22,3,No
Finance,Medium,No Change,Male,Oceania,13,Onsite,29,1,34,3,No
Education,High,Decrease,Female,South America,8,Remote,87,1,31,3,Yes
Education,High,Increase,Non-binary,North America,13,Onsite,24,4,26,1,Yes
Healthcare,Medium,Increase,Non-binary,7lf_Europe,7,Hybrid,27,2,54,5,No
Healthcare,Low,Increase,Female,Asia,11,intercrossed,55,10,34,1,Yes
Retail,Low,Decrease,Female,South America,10,Onsite,48,2,47,2,Yes
IT,High,Decrease,Non-binary,North America,12,G_Hybrid,20,3,39,5,No
Healthcare,Low,Decrease,Male,North America,7,Hybrid,92,4,26,1,Yes
Finance,High,Increase,Male,8_Africa,15,oA_Remote,41,2,30,5,Yes
IT,High,No Change,Prefer not to say,in the south the americas,5,Remote,36,5,49,2,No
Consulting,Low,No Change,Non-binary,North America,10,Hybrid,23,2,57,4,Yes
Edu.,Medium,Decrease,Female,Oceania,8,Onsite,23,8,44,1,Yes
Retail,High,Increase,Non-binary,Asia,15,Onsite,23,3,49,5,No
Retail,High,Decrease,Prefer not to say,Asia,1,Remote,48,4,53,4,No
Retail,High,Increase,Male,Asia,4,Onsite,36,4,45,5,No
Education,Medium,No Change,Non-binary,North America,12,Hybrid,84,1,47,4,Yes
education department,High,Decrease,Male,North America,2,remote control,37,3,28,3,No
Consulting,Low,Decrease,Non-binary,South America,0,xRnG_Remote,49,7,58,1,Yes
Manufacturing,Medium,No Change,Female,Asia,12,Remote,50,1,23,5,Yes
Education,Low,No Change,Non-binary,Europe,12,Onsite,35,2,57,2,No
Retail,Low,Increase,Non-binary,South America,0,Onsite,24,7,27,4,No
Retail,Low,Decrease,Female,Oceania,11,Remote,45,4,52,3,Yes
IT,Hi.,Increase,Non-binary,Africa,8,Hybrid,55,1,48,1,No
Education,Medium,Decrease,Non-binary,Asia,2,Remote,28,2,53,4,Y.
Consulting,Low,Increase,Non-binary,sk_Asia,10,Onsite,36,2,56,5,Ye.
Consulting,Medium,Decrease,Non-binary,Asia,9,Hybrid,20,5,38,4,Yes
Finance,w7J_Medium,No Change,Female,M6_Africa,7,Hybrid,39,3,22,3,No
Consulting,Low,Increase,Non-binary,Africa,6,Q_Onsite,33,1,29,1,6_Yes
IT,Low,Decrease,Non-binary,QSac_Asia,3,Onsite,21,2,40,2,Yes
Retail,Medium,Increase,Prefer not to say,South.America,8,Hybrid,22,5,55,4,No
Retail,High,Decrease,Prefer not to say,to the north the americas,0,Remote,44,1,51,2,atomic number 102
Manufacturing,Low,Increase,Female,South America,12,Remote,98,4,23,2,No
Retail,High,No Change,Prefer not to say,Oceania,11,Onsite,36,1,60,5,No
IT,High,Increase,Female,South America,14,Hybrid,33,1,38,2,No
Finance,High,Increase,Male,North America,9,Remote,50,1,36,4,Yes
Manufacturing,Low,Increase,Male,Oceania,5,Onsite,29,4,25,4,Yes
Retail,Low,Increase,Female,Europe,6,Onsite,20,2,47,2,No
Consulting,Low,Increase,Male,South America,5,Hybrid,31,5,24,1,Yes
Finance,2_High,Increase,Female,South America,1,Hybrid,32,10,51,5,Yes
Consulting,High,No Change,Prefer not to say,Oceania,10,Onsite,43,2,48,4,Yes
Hea.,High,Decrease,Non-binary,Asia,8,Remote,35,2,55,5,Yes
Manufacturing,Medium,Increase,Prefer not to say,North America,13,Remote,44,2,44,3,No
Manufacturing,High,Increase,Prefer not to say,Asia,14,Onsite,22,5,48,4,No
Retail,Low,No Change,Non-binary,North America,9,Onsite,26,2,22,4,Yes
Healthcare,Low,Increase,Prefer not to say,Oceania,14,Hybrid,54,2,37,5,Yes
Consulting,High,Decrease,Prefer not to say,Europe,11,Hybrid,28,5,53,4,Yes
Finance,High,Increase,Male,South America,9,Uew_Hybrid,55,7,45,1,No
Consulting,Low,Increase,Prefer not to say,Europe,11,Onsite,20,3,28,1,No
Consulting,Low,Increase,Male,North America,15,Onsite,32,4,25,3,Mk_Yes
IT.,Medium,No Change,Non-binary,Asia,4,Remote,43,1,29,5,Yes
Finance,Low,No Change,Male,North America,9,0nsite,58,2,56,3,Yes
Consulting,High,Decrease,Prefer not to say,North America,5,Onsite,40,1,54,4,Yes
Education,High,No Change,Prefer not to say,cPl8_Africa,2,Remote,33,4,38,1,Yes
Manufacturing,Low,No Change,Female,South America,0,Remote,57,3,25,4,No
Finan.,Medium,No Change,Male,Africa,10,Remote,39,4,41,1,Yes
Consulting,Low,Increase,Prefer not to say,South America,4,Onsite,57,4,27,1,Yes
IT,High,Decrease,Female,Asia,3,Onsite,57,1,23,3,Yes
Retail,High,No Change,Male,Africa,4,remote control,34,5,55,1,No
Finance,Medium,No Change,Male,Oceania,12,Onsite,92,1,43,4,Yes
R.,High,No Change,Non-binary,Oceania,7,Hybrid,20,2,23,2,Yes
IT,Medium,No Change,Female,Europe,2,Hybrid,41,5,49,2,Yes
Finance,Low,Increase,Non-binary,South America,3,Hybrid,25,2,36,4,Yes
Healthcare,Medium,Increase,Prefer not to say,Asi.,9,Hybrid,28,2,57,2,No
Manufacturing,Low,No Change,Female,Africa,12,Hybrid,21,1,25,4,No
IT,Low,No Change,Female,Europe,2,cIOj_Hybrid,48,3,41,1,No
Healthcare,Low,Increase,Non-binary,North America,8,Hybrid,33,5,32,4,Yes
Manufacturing,Low,Decrease,Female,Asia,9,Onsite,33,4,45,1,No
Retail,Medium,Increase,Non-binary,North America,8,Hybrid,25,3,39,5,Yes
Retail,Medium,Increase,Prefer not to say,Europe,1,Onsite,53,9,33,5,Yes
IT,Medium,Decrease,Female,Europe,3,Hybrid,46,5,51,5,No
Retail,Medium,No Change,Non-binary,South America,2,Remote,26,5,44,5,Yes
Healthcare,High,Decrease,Female,Africa,15,remote control,58,4,43,2,Yes
Healthcare,High,No Change,Non-binary,South America,5,Onsite,25,2,54,5,Yes
Finance,Medium,Increase,Non-binary,Asia,13,Onsite,20,1,54,4,No
Finance,High,No Change,Prefer not to say,South America,9,Onsite,35,3,28,3,No
Manufacturing,Low,Increase,Non-binary,South America,13,Re.,30,2,41,4,No
IT,Low,Increase,Male,Africa,7,Swl_Onsite,33,4,46,5,No
Healthcare,High,No Change,Male,North America,8,Onsite,37,1,53,1,Yes
Education,High,Increase,Prefer not to say,Europe,11,Onsite,22,1,31,1,No
Finance,High,No Change,Prefer not to say,South America,13,Hybrid,50,2,43,4,No
Retail,Medium,Increase,Female,Asia,2,II_Onsite,58,3,22,2,No
Healthcare,Low,No Change,Prefer not to say,Africa,12,Hybrid,55,1,58,2,Yes
Healthcare,High,No Change,Non-binary,Africa,13,Onsite,53,7,25,1,Yes
IT,High,Increase,Female,Asia,4,Onsite,79,3,38,4,No
Finance,Low,Decrease,Male,Africa,14,Remote,37,1,56,4,No
Manufacturing,Med.,No Change,Prefer not to say,Oceania,14,Remote,60,1,49,3,Yes
Education,High,No Change,Female,Europe,3,Remote,35,8,57,4,Yes
Healthcare,High,No Change,Non-binary,f_Africa,5,Remote,39,5,28,2,Yes
IT,Low,Decrease,Female,Europe,6,Hybrid,21,4,34,4,Y.
Finance,Low,Increase,Female,Africa,7,Onsite,41,3,27,5,No
Education,High,No Change,Prefer not to say,South America,14,Onsite,40,4,52,3,No
Retail,Medium,No Change,Prefer not to say,North America,1,Onsite,45,3,58,1,No
Re.,Low,No Change,Male,Africa,0,Hybrid,34,1,45,5,No
Manufacturing,Medium,Increase,Non-binary,Africa,3,Hybrid,50,4,29,3,No
IT,Medi.,Increase,Prefer not to say,Oceania,2,Remote,98,4,30,3,Yes
Finance,High,No Change,Female,Africa,3,Hybrid,40,5,45,5,No
Education,Medium,Decrease,Prefer not to say,Oceania,8,Onsite,38,5,50,2,Yes
Manufacturing,L.,No Change,Prefer not to say,South America,6,Hybrid,20,4,33,4,No
