Work_Life_Balance_Rating,Industry,Gender,Hours_Worked_Per_Week,Company_Support_for_Remote_Work,Satisfaction_with_Remote_Work,Social_Isolation_Rating,Age
1,Healthcare,Male,52,1,Neutral,4,37
5,Finance,Male,34,4,Neutral,9,29
4,Consulting,Prefer not to say,56,3,Satisfied,3,86
4,Finance,Prefer not to say,25,2,Unsatisfied,1,60
3,Education,Male,95,4,Unsatisfied,4,47
5,Healthcare,Prefer not to say,30,2,Satisfied,3,40
5,Finance,Prefer not to say,40,1,Satisfied,5,48
5,Retail,Male,20,4,Satisfied,5,44
5,IT,Non-binary,50,3,Neutral,4,37
3,Education,Female,81,1,Unsatisfied,8,37
4,Healthcare,Non-binary,48,5,Neutral,3,88
2,Healthcare,Prefer not to say,28,3,Satisfied,2,57
2,Healthcare,Non-binary,29,1,Neutral,5,42
5,Manufacturing,Female,47,2,Neutral,1,24
5,Retail,Female,45,2,Satisfied,1,25
2,IT,Non-binary,26,2,Neutral,4,39
2,Manufacturing,Prefer not to say,30,2,Satisfied,3,40
2,Consulting,Female,51,3,Unsatisfied,2,81
3,Manufacturing,Prefer not to say,43,2,Satisfied,4,56
1,Finance,Prefer not to say,28,5,Neutral,4,29
1,Finance,Female,51,1,Unsatisfied,5,23
4,He.,Non-binary,44,5,Unsatisfied,10,49
1,manufacture,Female,27,3,Satisfied,3,55
1,Healthcare,Non-binary,56,3,Satisfied,3,38
4,Manufacturing,Female,56,2,Satisfied,4,40
3,Finance,Non-binary,88,4,Satisfied,1,34
5,IT,Female,85,2,Satisfied,3,52
1,IT,Prefer not to say,22,4,Neutral,4,31
2,IT,Female,60,1,Satisfied,5,54
1,Healthcare,Male,93,8,Satisfied,3,47
1,Manufacturing,Non-binary,78,4,Neutral,1,39
2,Manufacturing,Female,37,4,Neutral,3,79
3,IT,Non-binary,56,3,Unsatisfied,2,26
1,Education,Prefer not to say,26,9,Satisfied,2,34
2,Healthcare,Non-binary,53,4,Unsatisfied,5,26
4,Consulting,Non-binary,95,4,Unsatisfied,4,50
1,Retail,Non-binary,47,1,Neutral,4,84
4,Manufacturing,Male,20,3,Unsatisfied,1,55
4,Healthcare,Female,38,2,Neutral,5,31
2,Healthcare,Male,29,1,Neutral,1,48
1,Consulting,Prefer not to say,39,3,Neutral,3,43
4,Consulting,Non-binary,49,3,Satisfied,5,32
1,Healthcare,Prefer not to say,20,4,Unsatisfied,5,38
4,IT,Prefer not to say,60,5,Unsatisfied,5,91
2,8p_Finance,Prefer not to say,37,4,Unsatisfied,2,28
5,manufacture,Non-binary,47,9,Neutral,2,30
3,Retail,Female,38,2,Unsatisfied,3,54
3,IT,Prefer not to say,54,2,Unsatisfied,3,43
5,Consulting,Non-binary,37,2,Satisfied,5,40
1,Hea.,Female,37,8,Unsatisfied,4,53
2,Healthcare,Prefer not to say,29,4,Neutral,2,31
1,IT,Prefer not to say,93,4,Satisfied,2,35
4,Finance,Male,58,4,Unsatisfied,1,25
3,Finance,Male,20,4,Unsatisfied,3,42
1,Consulting,Prefer not to say,56,2,Unsatisfied,2,52
4,Healthcare,Prefer not to say,59,3,Satisfied,1,58
1,IT,Male,55,1,Unsatisfied,3,51
4,Consulting,Non-binary,43,3,Satisfied,4,55
2,Healthcare,Female,30,1,Satisfied,1,30
3,IT,Male,32,4,Unsatisfied,1,28
5,Retail,Non-binary,86,4,Neutral,5,60
4,Consulting,Male,37,4,Satisfied,3,45
5,Manufacturing,Prefer not to say,28,4,Satisfied,4,51
1,Consulting,Male,29,1,Neutral,2,53
5,Manufacturing,Non-binary,25,4,Satisfied,2,24
2,Retail,Non-binary,89,1,Unsatisfied,5,52
1,IT,Prefer not to say,54,4,Satisfied,2,27
5,Retail,Prefer not to say,54,5,Neutral,3,43
4,Retail,Non-binary,42,2,Unsatisfied,2,40
5,Finance,Female,54,1,Unsatisfied,2,36
4,Retail,Female,60,3,Neutral,8,22
3,Finance,Male,44,3,Satisfied,1,33
3,yP_Education,Prefer not to say,31,3,Neutral,1,60
4,Healthcare,Male,27,2,Satisfied,9,28
1,Finance,Female,21,5,Satisfied,1,33
5,Healthcare,Male,39,3,Unsatisfied,2,53
2,Education,Male,25,3,Unsatisfied,9,56
2,Education,Prefer not to say,51,4,Neutral,5,34
1,Retail,Female,48,2,Unsatisfied,3,37
4,Education,Prefer not to say,26,4,Unsatisfied,5,22
4,Retail,Non-binary,49,5,Neutral,1,44
4,Consulting,Female,22,1,Satisfied,1,27
1,Consulting,Male,36,2,Satisfied,2,49
2,Finance,Male,42,1,Satisfied,2,55
3,Manufacturing,Non-binary,38,2,Satisfied,5,53
4,Education,Prefer not to say,54,10,Satisfied,5,38
5,IT,Non-binary,31,3,Unsatisfied,3,39
4,IT,Non-binary,44,4,Satisfied,9,56
1,IT,Non-binary,43,4,Neutral,3,48
2,Finance,Prefer not to say,47,4,Neutral,9,79
1,Manufacturing,Non-binary,28,1,Unsatisfied,4,28
5,Retail,Prefer not to say,33,3,Satisfied,3,75
2,Finance,Female,58,5,Neutral,4,35
2,Healthcare,Female,57,2,Unsatisfied,3,60
1,Finance,Prefer not to say,45,1,Unsatisfied,2,54
1,Manufacturing,Female,32,4,Unsatisfied,1,30
4,Finance,Non-binary,22,4,Neutral,2,78
1,Manufacturing,Female,50,3,Neutral,3,49
2,Finance,Female,21,2,Satisfied,3,47
3,Healthcare,Prefer not to say,60,4,Unsatisfied,2,26
3,Retail,Male,34,1,Neutral,5,47
4,Healthcare,Non-binary,27,3,Satisfied,2,52
4,IT,Prefer not to say,25,2,Neutral,4,27
4,IT,Prefer not to say,22,7,Unsatisfied,1,59
3,Retail,Prefer not to say,42,2,Unsatisfied,1,45
1,Manufacturing,Female,24,1,Neutral,4,29
5,Education,Non-binary,47,1,Satisfied,1,60
5,Finance,Prefer not to say,20,9,Neutral,3,57
3,Finance,Male,52,1,Neutral,1,28
1,Manufacturing,Non-binary,49,4,Neutral,8,23
5,Healthcare,Non-binary,56,3,Satisfied,1,54
2,He.,Non-binary,30,5,Neutral,5,25
4,Healthcare,Prefer not to say,51,5,Satisfied,4,39
4,Consulting,Prefer not to say,59,1,Neutral,3,97
2,Manufacturing,Male,42,8,Neutral,2,26
1,Finance,Non-binary,24,3,Neutral,9,45
1,cXeG_Retail,Male,52,4,Unsatisfied,1,56
5,Consulting,Female,27,4,Satisfied,1,52
2,Manufacturing,Non-binary,46,5,Neutral,10,23
5,IT,Female,25,5,Satisfied,10,78
1,Manufacturing,Male,38,4,Unsatisfied,5,49
4,1T,Non-binary,50,8,Neutral,5,34
2,Healthcare,Male,40,3,Satisfied,4,49
1,IT,Male,45,5,Unsatisfied,4,51
4,Healthcare,Male,48,4,Satisfied,4,92
3,Consulting,Prefer not to say,88,4,Neutral,4,54
2,Education,Male,57,2,Neutral,2,24
1,Healthcare,Female,20,1,Unsatisfied,4,38
1,IT,Male,20,4,Neutral,1,41
2,SZ_Healthcare,Male,40,4,Neutral,8,34
2,IT,Female,45,1,Unsatisfied,2,36
3,Retail,Non-binary,54,3,Unsatisfied,2,51
4,Healthcare,Prefer not to say,39,2,Neutral,1,35
2,Education,Female,51,2,Unsatisfied,3,52
5,Education,Prefer not to say,35,5,Neutral,2,56
5,IT,Non-binary,86,4,Satisfied,5,30
2,IT,Female,77,4,Unsatisfied,3,59
4,Retail,Prefer not to say,47,5,Neutral,5,60
4,Healthcare,Female,36,5,Satisfied,3,45
3,Healthcare,Prefer not to say,58,4,Unsatisfied,5,37
4,Education,Prefer not to say,42,4,Neutral,2,96
1,Healthcare,Non-binary,82,3,Neutral,5,76
3,Healthcare,Non-binary,56,4,Unsatisfied,3,57
3,Consulting,Prefer not to say,93,4,Unsatisfied,5,48
2,Healthcare,Female,49,5,Satisfied,4,51
5,Consulting,Prefer not to say,25,2,Neutral,4,46
3,Finance,Male,48,3,Unsatisfied,2,56
1,Consulting,Male,87,1,Neutral,5,25
4,Retail,Non-binary,39,1,Satisfied,4,22
5,Finance,Non-binary,99,8,Satisfied,5,42
3,Finance,Prefer not to say,60,3,Unsatisfied,2,40
2,Retail,Non-binary,43,4,Neutral,1,51
3,Manufacturing,Female,51,1,Satisfied,4,34
5,Healthcare,Prefer not to say,59,4,Satisfied,5,34
5,IT,Non-binary,56,10,Neutral,5,28
2,Fi.,Non-binary,39,1,Neutral,2,46
1,Ph6v_Education,Prefer not to say,23,3,Satisfied,1,37
5,Consulting,Non-binary,50,2,Satisfied,5,48
1,Manufacturing,Non-binary,33,5,Unsatisfied,1,32
4,IT,Prefer not to say,50,2,Unsatisfied,3,28
5,Retail,Prefer not to say,33,5,Unsatisfied,5,41
2,Manufacturing,Prefer not to say,45,9,Neutral,2,57
2,IT,Female,53,3,Satisfied,1,42
1,Consulting,Female,88,8,Unsatisfied,2,56
5,IT,Prefer not to say,24,9,Satisfied,1,57
3,Retail,Prefer not to say,34,1,Unsatisfied,2,32
3,Healthcare,Non-binary,85,3,Satisfied,2,84
1,Finance,Non-binary,45,1,Satisfied,1,25
5,Consulting,Female,48,4,Neutral,2,35
2,Manufacturing,Female,49,3,Satisfied,2,44
2,Education,Non-binary,27,2,Unsatisfied,2,35
2,C.,Prefer not to say,58,4,Unsatisfied,3,43
1,Manufacturing,Female,55,5,Satisfied,2,58
1,Finance,Female,28,8,Satisfied,4,29
4,Retail,Non-binary,51,4,Neutral,4,36
5,Manufacturing,Prefer not to say,41,3,Unsatisfied,3,48
1,IT,Non-binary,86,4,Satisfied,1,48
3,Healthcare,Non-binary,21,5,Neutral,1,29
3,IT,Prefer not to say,23,1,Neutral,10,38
4,Consulting,Non-binary,79,4,Unsatisfied,3,77
4,IT,Prefer not to say,36,1,Satisfied,5,26
4,Manufacturing,Prefer not to say,35,9,Unsatisfied,1,35
5,Retail,Female,23,3,Satisfied,5,53
1,Healthcare,Non-binary,39,1,Neutral,5,25
3,Education,Non-binary,42,8,Unsatisfied,1,22
3,Finance,Male,29,1,Satisfied,7,34
3,Education,Female,20,1,Unsatisfied,5,31
1,Education,Non-binary,24,4,Satisfied,4,26
5,Healthcare,Non-binary,27,9,Neutral,7,54
1,Healthcare,Female,55,5,Unsatisfied,4,34
2,Retail,Female,99,2,Satisfied,4,47
5,IT,Non-binary,20,3,Satisfied,2,39
1,Healthcare,Male,41,9,Unsatisfied,4,26
5,Finance,Male,41,2,Satisfied,2,30
2,IT,Prefer not to say,36,5,Neutral,5,49
4,Consulting,Non-binary,23,2,Satisfied,5,57
1,Education,Female,23,4,Satisfied,2,44
5,Retail,Non-binary,23,3,Neutral,5,49
4,Retail,Prefer not to say,48,4,Unsatisfied,2,53
5,Retail,Male,36,4,Unsatisfied,8,45
4,Education,Non-binary,32,1,Unsatisfied,1,47
3,Education,Male,37,9,Unsatisfied,2,75
1,Consulting,Non-binary,49,4,Unsatisfied,4,58
5,Manufacturing,Female,50,1,Unsatisfied,8,23
2,Education,Non-binary,35,2,Satisfied,5,57
4,Retail,Non-binary,24,3,Neutral,4,27
3,Retail,Female,45,4,Neutral,5,52
1,9Ys_IT,Non-binary,55,1,Satisfied,3,48
4,Education,Non-binary,28,2,Unsatisfied,4,53
5,Cons.,Non-binary,87,2,Unsatisfied,9,56
4,Consulting,Non-binary,20,5,Satisfied,8,38
3,Finance,Female,39,3,Satisfied,2,22
1,d6_Consulting,Non-binary,33,1,Neutral,3,29
2,IT,Non-binary,21,2,Neutral,3,40
4,5_Retail,Prefer not to say,22,5,Neutral,4,55
2,Retail,Prefer not to say,44,1,Unsatisfied,7,51
2,ID_Manufacturing,Female,39,10,Neutral,3,23
5,Retail,Prefer not to say,36,1,Satisfied,5,60
2,IT,Female,33,1,Neutral,1,38
4,Finance,Male,90,1,Neutral,5,36
4,Manufacturing,Male,29,4,Unsatisfied,2,92
2,Retail,Female,20,2,Unsatisfied,2,47
1,Consulting,Male,31,5,Satisfied,4,24
5,Finance,Female,32,4,Unsatisfied,2,51
4,Consu.,Prefer not to say,43,2,Unsatisfied,1,82
5,Healthcare,Non-binary,35,2,Unsatisfied,1,55
3,Manufacturing,Prefer not to say,44,2,Neutral,2,44
4,Manufacturing,Prefer not to say,22,5,Neutral,5,48
4,Retail,Non-binary,26,2,Neutral,5,22
5,Healthcare,Prefer not to say,54,2,Neutral,5,37
4,Consulting,Prefer not to say,90,5,Satisfied,4,53
1,Finance,Male,55,5,Neutral,1,45
1,Consulting,Prefer not to say,20,3,Satisfied,1,28
3,Consulting,Male,32,4,Unsatisfied,3,25
5,IT,Non-binary,43,1,Unsatisfied,2,29
3,Finance,Male,58,8,Neutral,2,56
4,Consulting,Prefer not to say,40,1,Neutral,4,82
1,education department,Prefer not to say,33,4,Satisfied,5,38
4,Manufacturing,Female,57,3,Neutral,1,25
1,Finance,Male,39,4,Unsatisfied,1,41
1,Consulting,Prefer not to say,57,4,Neutral,2,27
3,IT,Female,87,1,Unsatisfied,5,23
1,Retail,Male,34,10,Neutral,4,55
4,Finance,Male,40,1,Satisfied,9,43
2,Retail,Non-binary,20,2,Neutral,3,23
2,IT,Female,41,5,Satisfied,4,49
4,Finance,Non-binary,25,2,Unsatisfied,1,36
2,Healthcare,Prefer not to say,28,7,Unsatisfied,2,57
4,Manufacturing,Female,21,1,Neutral,3,25
1,IT,Female,48,3,Unsatisfied,1,41
4,Healthcare,Non-binary,86,5,Satisfied,2,32
1,Manufacturing,Female,33,4,Satisfied,2,45
5,Retail,Non-binary,25,3,Neutral,5,39
5,ems_Retail,Prefer not to say,53,1,Satisfied,3,33
5,IT,Female,90,5,Neutral,2,51
5,Retail,Non-binary,26,5,Unsatisfied,4,44
2,Healthcare,Female,58,7,Neutral,10,87
5,Healthcare,Non-binary,25,2,Unsatisfied,1,54
4,Finance,Non-binary,20,1,Satisfied,1,54
3,Finance,Prefer not to say,94,3,Satisfied,3,28
4,manufacture,Non-binary,86,2,Neutral,5,79
5,IT,Male,33,4,Unsatisfied,4,46
1,pQN_Healthcare,Male,37,1,Unsatisfied,3,53
1,Education,Prefer not to say,22,1,Neutral,1,93
4,Finance,Prefer not to say,50,2,Unsatisfied,3,43
2,Retail,Female,58,3,Unsatisfied,4,22
2,Healthcare,Prefer not to say,55,9,Neutral,2,58
1,Healthcare,Non-binary,53,1,Unsatisfied,5,25
4,IT,Female,20,3,Satisfied,2,38
4,Finance,Male,37,1,Unsatisfied,1,56
3,Manufacturing,Prefer not to say,82,1,Neutral,1,49
4,Education,Female,92,4,Unsatisfied,3,57
2,Healthcare,Non-binary,39,5,Unsatisfied,5,28
4,IT,Female,21,4,Satisfied,4,34
5,Finance,Female,41,3,Neutral,8,27
3,eXkC_Education,Prefer not to say,40,4,Unsatisfied,1,52
1,Retail,Prefer not to say,45,3,Satisfied,2,58
5,Ret.,Male,34,1,Satisfied,4,45
3,d_Manufacturing,Non-binary,50,4,Unsatisfied,1,29
3,IT,Prefer not to say,40,7,Unsatisfied,3,30
5,Finance,Female,40,5,Satisfied,2,45
2,Education,Prefer not to say,38,5,Neutral,2,50
4,Manufacturing,Prefer not to say,20,4,Neutral,5,33
5,Healthcare,Prefer not to say,35,4,Unsatisfied,4,55
3,Finance,Non-binary,43,4,Unsatisfied,4,36
2,Finance,Female,38,1,Satisfied,10,39
5,Manufacturing,Prefer not to say,41,1,Neutral,2,32
3,Manufacturing,Non-binary,31,5,Neutral,5,39
4,Healt.,Prefer not to say,27,4,Unsatisfied,3,47
2,Retail,Female,52,2,Neutral,1,57
3,dk_Retail,Female,39,1,Unsatisfied,3,75
5,Education,Non-binary,28,3,Neutral,9,43
1,IT,Male,20,2,Satisfied,2,28
4,Education,Male,33,1,Unsatisfied,3,50
4,Education,Female,25,1,Neutral,3,31
1,Consulting,Prefer not to say,44,4,Neutral,2,50
5,Education,Prefer not to say,49,7,Unsatisfied,1,25
1,Retail,Male,22,2,Satisfied,5,36
5,Manufacturing,Female,98,4,Satisfied,3,56
4,IT,Female,46,1,Satisfied,2,93
1,Finance,Female,34,4,Satisfied,2,55
5,Education,Male,35,3,Satisfied,1,43
2,Manufacturing,Female,87,2,Satisfied,4,53
3,Manufacturing,Prefer not to say,56,8,Neutral,5,26
1,IT,Female,36,5,Unsatisfied,3,42
4,Finance,Male,52,1,Neutral,4,24
1,Manufacturing,Male,31,1,Satisfied,2,58
1,Education,Prefer not to say,45,5,Satisfied,2,53
1,Manufacturing,Female,53,1,Satisfied,3,30
5,Manufacturing,Female,49,2,Neutral,1,46
3,p4ox_Finance,Female,60,5,Satisfied,1,29
3,Consulting,Prefer not to say,24,3,Neutral,3,26
4,Dq_Consulting,Prefer not to say,83,4,Neutral,8,28
3,Retail,Prefer not to say,30,5,Satisfied,2,54
5,Consulting,Female,40,5,Unsatisfied,3,93
2,Consulting,Prefer not to say,31,10,Unsatisfied,4,60
4,Finance,Female,28,3,Satisfied,3,52
3,Finance,Prefer not to say,21,5,Neutral,3,33
2,Consulting,Non-binary,20,3,Neutral,2,48
3,Healthcare,Female,34,2,Neutral,3,24
1,Consulting,Non-binary,40,3,Satisfied,3,32
1,manufacture,Non-binary,24,2,Unsatisfied,3,40
1,Consulting,Non-binary,43,1,Satisfied,4,32
5,Consulting,Non-binary,86,2,Satisfied,3,59
3,Finance,Male,31,4,Unsatisfied,1,33
1,Consulting,Prefer not to say,46,5,Satisfied,8,25
3,IT,Non-binary,56,5,Neutral,4,41
2,Finance,Female,20,8,Neutral,1,36
4,Consulting,Male,23,4,Satisfied,4,39
1,Manufacturing,Male,54,3,Satisfied,1,51
4,Education,Prefer not to say,54,3,Satisfied,1,30
5,Education,Non-binary,59,2,Satisfied,2,54
2,Consulting,Female,21,2,Unsatisfied,2,48
4,Education,Prefer not to say,40,5,Satisfied,3,60
5,Retail,Prefer not to say,25,1,Neutral,1,60
1,Healthcare,Male,91,3,Neutral,3,44
1,Education,Male,58,4,Unsatisfied,3,83
4,Education,Female,94,2,Neutral,2,51
4,Manufacturing,Prefer not to say,20,3,Neutral,2,86
2,Retail,Prefer not to say,47,5,Unsatisfied,5,60
3,Consulting,Female,24,3,Satisfied,1,27
1,Finance,Male,37,3,Unsatisfied,3,39
4,Manufacturing,Female,52,1,Unsatisfied,1,41
3,Consulting,Female,53,4,Neutral,3,91
1,Healthcare,Female,48,5,Satisfied,5,51
1,IT,Prefer not to say,29,5,Satisfied,10,53
2,Manufacturing,Female,26,1,Neutral,2,25
2,Retail,Prefer not to say,35,5,Neutral,9,33
2,IT,Prefer not to say,50,1,Neutral,5,26
4,Finance,Female,56,8,Unsatisfied,5,49
2,Manufacturing,Male,58,2,Satisfied,1,27
2,Healthcare,Non-binary,42,5,Satisfied,1,52
2,Finance,Male,26,3,Unsatisfied,4,56
4,Manufacturing,Prefer not to say,86,2,Unsatisfied,5,58
1,8_Finance,Prefer not to say,34,5,Satisfied,3,41
3,8i_Retail,Non-binary,21,5,Satisfied,5,25
3,education department,Female,44,1,Neutral,7,23
1,Manufacturing,Female,38,1,Neutral,1,40
4,Education,Prefer not to say,32,2,Neutral,4,25
5,Consulting,Female,53,2,Neutral,2,55
1,IT,Female,28,4,Neutral,5,46
3,Manufacturing,Prefer not to say,40,3,Neutral,2,33
3,IT,Female,94,3,Neutral,3,23
1,Manufacturing,Female,48,1,Satisfied,1,22
5,cuLj_Finance,Prefer not to say,77,3,Unsatisfied,1,24
2,Retail,Female,28,5,Neutral,2,84
1,Consulting,Non-binary,39,2,Satisfied,3,60
3,Finance,Prefer not to say,88,5,Satisfied,1,24
1,IT,Female,52,4,Unsatisfied,3,45
5,IT,Female,48,4,Neutral,5,51
1,Education,Prefer not to say,95,1,Satisfied,3,56
3,Manufacturing,Male,48,3,Unsatisfied,4,31
2,Healthcare,Non-binary,24,3,Neutral,3,79
2,Education,Female,45,3,Neutral,5,31
2,IT,Non-binary,23,5,Neutral,4,50
2,Education,Female,52,1,Neutral,5,33
2,Retail,Male,91,2,Unsatisfied,2,46
2,Education,Female,31,1,Unsatisfied,4,26
1,Manufacturing,Male,25,4,Satisfied,5,54
4,IT,Female,31,3,Neutral,1,24
1,Consulting,Female,30,3,Neutral,2,31
1,Manufacturing,Male,46,5,Neutral,4,47
3,IT,Male,49,4,Neutral,2,36
3,Education,Non-binary,46,7,Unsatisfied,2,30
3,Finance,Non-binary,37,5,Unsatisfied,3,53
5,Education,Male,50,1,Satisfied,3,36
1,8_Finance,Male,37,4,Satisfied,5,53
4,IT,Non-binary,51,3,Neutral,4,37
3,bD_Retail,Prefer not to say,32,3,Neutral,3,52
1,IT,Male,44,1,Unsatisfied,1,35
5,Consulting,Female,77,1,Unsatisfied,8,51
5,manufacture,Male,51,1,Satisfied,5,34
2,Consulting,Male,55,1,Neutral,5,29
2,GJ_Manufacturing,Non-binary,47,2,Neutral,1,50
4,Retail,Female,21,2,Satisfied,4,27
2,Manufacturing,Non-binary,30,1,Unsatisfied,4,40
1,Healthcare,Non-binary,32,2,Neutral,1,35
1,Finance,Female,21,1,Unsatisfied,4,28
4,Finance,Male,57,3,Neutral,2,34
3,Healthcare,Male,46,2,Unsatisfied,8,51
1,Ret.,Female,43,2,Neutral,2,39
2,Education,Prefer not to say,53,1,Neutral,3,40
3,SVj4_Healthcare,Female,32,4,Unsatisfied,2,59
3,Manufacturing,Prefer not to say,33,1,Satisfied,2,48
1,Retail,Female,30,2,Unsatisfied,1,92
4,Consulting,Female,24,2,Unsatisfied,4,46
3,Consulting,Non-binary,30,2,Unsatisfied,7,57
1,Manufacturing,Prefer not to say,58,1,Unsatisfied,5,25
5,IT,Male,58,4,Neutral,3,38
2,Retail,Non-binary,46,2,Unsatisfied,1,58
1,Finance,Female,83,5,Unsatisfied,4,56
1,OjCL_IT,Female,37,4,Satisfied,5,24
5,Finance,Prefer not to say,49,4,Neutral,1,52
2,Consulting,Non-binary,47,4,Neutral,4,30
3,Manufacturing,Male,83,2,Unsatisfied,5,60
4,Retail,Prefer not to say,59,9,Neutral,3,47
5,Manufacturing,Female,33,2,Satisfied,9,29
5,Education,Male,48,5,Unsatisfied,5,49
3,Finance,Prefer not to say,52,3,Satisfied,1,57
5,Finance,Male,39,3,Unsatisfied,4,29
4,IT,Female,45,2,Unsatisfied,5,93
3,IT,Female,20,5,Satisfied,3,35
1,IT,Female,42,5,Satisfied,1,56
3,Healthcare,Prefer not to say,53,5,Unsatisfied,5,32
4,IT,Male,51,4,Unsatisfied,4,60
5,IT,Non-binary,37,1,Satisfied,4,47
1,Finance,Male,95,5,Satisfied,9,96
4,vS_IT,Female,49,9,Neutral,5,44
4,Retail,Non-binary,38,1,Neutral,5,49
4,Education,Female,25,4,Neutral,5,39
2,Manufacturing,Non-binary,90,2,Unsatisfied,4,94
2,Healt.,Female,36,2,Unsatisfied,3,44
3,Education,Prefer not to say,42,1,Neutral,9,39
5,Ret.,Male,29,3,Satisfied,5,27
4,Retail,Female,51,3,Unsatisfied,1,41
3,Education,Prefer not to say,56,2,Satisfied,3,54
2,Consul.,Non-binary,40,2,Satisfied,2,39
3,y_Retail,Non-binary,38,5,Neutral,5,34
2,Manufacturing,Non-binary,24,3,Satisfied,9,51
4,Finance,Prefer not to say,56,5,Unsatisfied,1,50
5,Manufacturing,Female,46,2,Satisfied,1,34
1,Consulting,Non-binary,21,5,Neutral,10,34
5,IT,Prefer not to say,55,5,Neutral,1,28
2,Hea.,Prefer not to say,21,5,Unsatisfied,4,47
1,Manufacturing,Male,59,2,Unsatisfied,4,44
1,Manufacturing,Non-binary,59,3,Neutral,5,86
4,Retail,Male,93,5,Satisfied,1,58
1,Healthcare,Female,76,4,Neutral,4,35
4,ec_Manufacturing,Prefer not to say,40,4,Unsatisfied,4,82
4,Finance,Female,44,5,Unsatisfied,3,22
4,Manufacturing,Female,27,3,Neutral,7,23
4,Consulting,Prefer not to say,55,5,Neutral,1,36
3,IT,Male,42,3,Neutral,3,23
4,Manufacturing,Prefer not to say,43,1,Unsatisfied,5,43
5,Healthcare,Prefer not to say,20,7,Neutral,8,53
1,Manufacturing,Male,56,10,Neutral,1,23
5,IT,Female,25,2,Neutral,4,51
5,Finance,Prefer not to say,52,1,Satisfied,2,39
1,Manufacturing,Non-binary,28,2,Unsatisfied,1,38
5,Retail,Prefer not to say,29,5,Satisfied,1,34
5,Education,Prefer not to say,29,8,Unsatisfied,7,44
4,Retail,Female,38,2,Satisfied,1,42
1,Consulting,Male,26,3,Satisfied,2,93
1,Healthcare,Non-binary,53,4,Neutral,2,50
1,Finance,Non-binary,60,4,Neutral,1,49
5,Retail,Male,31,5,Satisfied,1,36
4,Retail,Prefer not to say,32,5,Satisfied,3,29
5,Manufacturing,Female,54,2,Neutral,4,51
5,Healthcare,Male,55,4,Unsatisfied,4,22
1,Consulting,Male,82,4,Neutral,4,32
3,Manufacturing,Non-binary,35,2,Unsatisfied,4,96
3,Finance,Non-binary,45,3,Unsatisfied,4,48
2,IT,Female,57,3,Neutral,4,37
3,Healthcare,Non-binary,51,1,Neutral,4,87
4,Consult.,Prefer not to say,50,2,Unsatisfied,5,22
3,Finance,Male,29,5,Unsatisfied,2,23
4,Retail,Non-binary,37,4,Unsatisfied,2,26
4,Finance,Female,93,4,Satisfied,3,47
5,IT,Female,31,8,Satisfied,3,42
1,Retail,Female,33,2,Satisfied,2,31
1,Education,Male,29,5,Satisfied,2,57
2,Education,Male,26,3,Satisfied,1,50
4,Finance,Prefer not to say,24,1,Unsatisfied,5,32
3,IT,Non-binary,30,1,Satisfied,8,46
4,Fina.,Male,56,4,Neutral,2,31
2,Consulting,Non-binary,42,3,Satisfied,1,35
4,5xnC_Healthcare,Female,30,8,Unsatisfied,1,54
1,Manufacturing,Male,45,8,Neutral,2,58
1,IT,Non-binary,28,1,Satisfied,3,53
1,Education,Non-binary,33,4,Neutral,5,91
5,Healthcare,Male,60,2,Satisfied,4,59
2,IT,Non-binary,45,2,Unsatisfied,5,38
5,Healthcare,Non-binary,49,10,Satisfied,2,41
3,Education,Male,31,3,Unsatisfied,8,29
1,Education,Prefer not to say,59,5,Satisfied,3,54
2,Finance,Male,42,3,Neutral,1,24
5,Retail,Female,33,3,Neutral,2,38
4,IT,Male,57,9,Satisfied,4,58
2,Manufacturing,Prefer not to say,48,7,Neutral,7,24
3,Healthcare,Prefer not to say,33,2,Satisfied,3,56
1,C.,Non-binary,56,1,Satisfied,10,34
2,Finance,Male,41,4,Unsatisfied,3,27
4,Education,Non-binary,42,9,Neutral,3,33
3,Finance,Prefer not to say,57,1,Unsatisfied,2,42
4,Consulting,Female,41,4,Unsatisfied,2,58
3,H.,Female,31,1,Satisfied,4,23
5,IT,Prefer not to say,40,5,Satisfied,4,57
2,Education,Non-binary,79,4,Satisfied,2,60
3,Healthcare,Female,24,4,Unsatisfied,8,24
2,Finance,Female,39,3,Satisfied,5,84
4,Education,Male,49,3,Neutral,4,25
4,IT,Female,60,2,Satisfied,1,58
4,Consulting,Female,32,2,Neutral,5,22
3,Manufacturing,Non-binary,38,2,Unsatisfied,3,33
4,Consulting,Prefer not to say,31,5,Unsatisfied,3,46
5,Healthcare,Non-binary,54,2,Neutral,2,24
4,Finance,Male,86,9,Neutral,5,42
5,IT,Male,25,2,Unsatisfied,2,31
4,IT,Prefer not to say,33,4,Neutral,10,38
3,Manufacturing,Female,46,3,Neutral,3,33
2,h_Education,Male,20,4,Neutral,2,95
2,Retail,Female,33,3,Satisfied,1,53
5,4yG_Manufacturing,Male,20,5,Satisfied,1,60
5,Education,Non-binary,53,2,Neutral,1,39
2,Education,Prefer not to say,57,1,Unsatisfied,2,34
1,Manufacturing,Male,58,5,Unsatisfied,1,34
5,Education,Male,57,5,Neutral,1,55
4,Finance,Non-binary,38,3,Neutral,2,43
5,Healthcare,Female,22,3,Unsatisfied,1,22
1,Education,Male,43,3,Satisfied,9,23
5,Retail,Female,20,1,Unsatisfied,4,50
