Hours_Worked_Per_Week,Company_Support_for_Remote_Work,Age,Employee_ID,Social_Isolation_Rating,tenseness horizontal surface,Gender,Industry,Number_of_Virtual_Meetings,Work_Life_Balance_Rating
60,1,48,EMP4324,5,Medium,Non-binary,Consulting,14,3
88,2,22,EMP43Z5,2,Low,Non-binary,Consult.,2,2
27,5,30,EMP4326,2,Low,Male,Healthcare,14,5
55,2,44,EMP4327,4,High,Female,M.,0,1
20,3,23,EMP4328,3,High,Male,Education,11,4
37,7,55,EMP43Z9,5,Medium,Male,Retail,8,3
54,3,35,EMP4330,3,Me.,Non-binary,Manufacturing,11,5
38,4,55,EMP4331,2,Medium,Non-binary,Healthcare,9,5
48,2,57,EMP4332,1,Medium,Prefer not to say,Finance,6,3
43,3,32,EMP4333,4,Low,Male,Manufacturing,9,5
29,4,22,EMP4334,3,Low,Prefer not to say,Education,0,4
40,5,55,EMP4335,7,Hig.,Non-binary,Retail,9,1
33,2,47,EMP4336,4,Medium,Prefer not to say,Healthcare,1,2
53,5,44,EMP4337,5,Low,Male,Retail,15,2
54,3,58,EMP4338,4,High,Prefer not to say,Manufacturing,15,2
44,2,56,EMP4339,3,High,Female,Manufacturing,0,1
41,2,40,EMP4340,2,High,Female,Fi.,4,1
25,4,56,EMP4341,4,Low,Male,Finance,12,1
21,5,45,EMP4342,1,Low,Male,Retail,15,4
53,1,56,EMP4343,4,Medium,Non-binary,Education,11,4
41,1,30,EMP4344,8,High,Male,IT,0,1
41,3,34,EMP4345,4,N_Medium,Female,Finance,0,1
42,3,57,EMP4346,2,culture medium,Male,Manufacturing,15,1
23,2,32,EMP4347,1,aGG_Low,Male,Education,14,2
41,1,46,EMP4348,5,Medium,Non-binary,Manufacturing,8,5
52,9,40,EMP4349,1,N0_High,Female,Healthcare,0,2
26,3,60,EMP4350,1,High,Male,Retail,9,5
20,2,37,EMP4351,2,Low,Prefer not to say,Manufacturing,5,2
21,3,54,EMP4352,1,Low,Prefer not to say,IT,0,5
24,3,38,EMP4353,2,Medium,Male,Manufacturing,5,1
58,2,50,EMP4354,3,High,Prefer not to say,Healthcare,4,3
29,4,46,EMP4355,5,Medium,Female,Finance,12,4
55,4,26,EMP4356,1,Medium,Male,Education,0,3
32,4,52,EMP4357,1,Medium,Non-binary,Healthcare,7,3
29,9,51,35_EMP4358,1,Low,Non-binary,Finance,3,4
58,3,30,EMP4359,4,Low,Male,Healthcare,4,2
23,3,38,EMP4360,1,High,Non-binary,Consulting,10,3
20,1,24,EMP4361,8,High,Non-binary,Education,2,4
50,5,43,EM.,3,High,Male,Retail,11,1
29,4,56,EMP4363,1,tBlL_High,Female,Education,7,4
90,2,36,EMP4364,2,High,Male,CNn_Retail,1,1
41,2,26,EMP4365,5,Medium,Female,Manufacturing,3,3
28,2,26,EMP4366,4,Low,Male,IT,13,1
53,2,37,EMP4367,3,Low,Female,IT,0,3
79,1,59,EMP4368,3,High,Non-binary,IT,13,2
55,5,58,EMP4369,2,Medium,Female,Manufacturing,1,3
33,3,36,EMP4370,8,H.,Female,Manufacturing,5,4
47,1,59,EMP4371,5,Low,Female,Healthcare,7,3
33,5,56,EMP4372,1,Low,Prefer not to say,Education,1,2
44,3,23,EMP4373,5,High,Non-binary,Manufacturing,3,2
79,4,24,EMP4374,3,Medium,Male,IT,13,1
59,1,28,EMP4375,4,Low,Non-binary,Finance,6,3
39,4,31,EMP4376,5,low-toned,Female,Retail,2,1
37,10,38,EMP4377,3,Low,Prefer not to say,Finance,6,1
60,2,56,EMP4378,1,Low,Male,IT,3,5
51,9,47,EMP4379,1,High,Prefer not to say,Consulting,6,5
26,1,47,EMP4380,4,Low,Prefer not to say,Healthcare,11,5
46,1,43,EMP4381,9,WiH_Medium,Male,Healthcare,2,3
33,1,27,EMP4382,2,High,Non-binary,Finance,10,4
23,2,25,EMP4383,2,Low,Prefer not to say,Retail,8,5
21,4,35,EMP4384,3,Medium,Prefer not to say,Retail,6,3
39,3,50,EMP4385,8,Low,Female,Finance,1,3
26,3,30,EMP4386,2,a_Low,Prefer not to say,Education,11,3
58,3,32,EMP4387,1,Medium,Female,Consulting,3,5
48,5,54,EMP4388,1,High,Prefer not to say,Finance,11,4
33,3,23,EMP4389,8,High,Female,Manufacturing,6,3
25,4,29,E.,4,Medium,Prefer not to say,Healthcare,12,4
48,3,41,EMP4391,5,Medium,Non-binary,Manufacturing,13,3
83,2,39,EMP4392,3,Sku_High,Female,Retail,3,1
60,2,22,EMP4.,1,High,Female,Education,3,5
50,4,48,E.,3,Medi.,Non-binary,Finance,8,4
21,3,52,EMP4395,1,High,Female,Healthcare,11,5
43,1,28,EMP4396,1,Medium,Female,IT,9,4
31,1,36,EMP4397,4,Medium,Prefer not to say,Fi.,8,3
58,8,29,EMP4398,5,Hi.,Non-binary,IT,5,4
21,4,26,EMP4399,9,High,Female,IT,8,5
60,9,27,EMP4400,2,High,Male,Finance,7,1
30,5,31,swV_EMP4401,4,Low,Prefer not to say,Healthcare,15,4
30,4,47,EMP4402,1,High,Prefer not to say,Education,4,4
49,5,45,EMP4403,5,High,Male,Finance,12,1
33,3,50,EMP4404,3,Low,Prefer not to say,Consulting,12,4
56,3,46,EM.,4,High,Female,IT,5,3
46,4,24,EMP4406,9,Medium,Female,Education,14,3
28,3,24,EMP4407,2,High,Female,Finance,6,4
25,3,53,EMP4408,5,Low,Prefer not to say,Retail,7,3
57,3,45,EMP4409,2,Medium,Female,Education,11,4
52,1,37,EMP4410,4,High,Male,Healthcare,2,1
34,4,29,EMP4411,5,Medium,Male,Fin.,15,5
56,3,38,EMP4412,3,High,Prefer not to say,Consulting,9,4
25,2,60,EMP4413,1,Medium,Prefer not to say,Finance,11,4
43,4,47,EMP4414,4,High,Male,Education,1,3
30,2,40,EMP44I5,9,High,Prefer not to say,Healthcare,4,5
40,1,48,EMP4416,5,high-topped,Prefer not to say,Finance,4,5
85,4,44,EMP4417,5,Low,Male,Retail,10,5
50,3,37,EMP4418,4,High,Non-binary,IT,15,5
57,8,37,EMP4419,4,High,Female,Education,2,3
75,5,50,EMP4420,3,Low,Non-binary,Healthcare,10,4
28,3,57,EMP4421,10,Medium,Prefer not to say,Healthcare,10,2
29,9,42,EMP4422,5,Medium,Non-binary,Healthcare,12,2
47,2,24,EMP4423,1,Low,Female,Manufacturing,2,5
92,2,25,EMP4424,1,High,Female,Retail,5,5
26,10,39,EMP4425,4,High,Non-binary,IT,9,2
30,2,40,EMP4426,3,Low,Prefer not to say,Manufacturing,4,2
51,9,29,N_EMP4427,2,High,Female,Consulting,7,2
43,2,56,EMP44.,4,Medium,Prefer not to say,Manufacturing,8,3
28,5,29,EMP4429,4,High,Prefer not to say,Finance,4,1
51,8,23,EMP4430,5,High,Female,Finance,7,1
44,5,49,EMP4431,3,High,Non-binary,Healthcare,11,4
27,3,55,EMP4432,3,High,Female,Manufacturing,0,1
56,3,38,EMP4433,3,High,Non-binary,Healthcare,12,1
56,2,40,EMP4434,4,Low,Female,Manufacturing,4,4
40,4,34,EM.,1,High,Non-binary,Finance,6,3
22,2,52,EMP4436,3,Low,Female,IT,6,5
22,4,31,EMP4437,8,High,Prefer not to say,IT,14,1
78,1,54,EMP4438,7,High,Female,IT,8,2
45,2,47,EMP4439,3,Medium,Male,Healthcare,1,1
45,4,39,EMP4440,1,High,Non-binary,Manufacturing,5,1
37,4,52,EMP4441,3,Low,Female,Manufacturing,15,2
82,3,26,EMP4442,2,Low,Non-binary,IT,9,3
26,2,34,EMP4443,2,Low,Prefer not to say,Education,15,1
53,4,26,EMP4444,5,Low,Non-binary,Healthcare,4,2
84,4,50,EMP4445,4,Medium,Non-binary,Consulting,0,4
47,1,51,EMP4446,4,Medium,Non-binary,Retail,10,1
20,3,55,EMP4447,9,High,Male,Manufacturing,6,4
38,2,31,EMP4448,5,Medium,Female,Healthcare,9,4
29,1,48,EMP4449,1,Low,Male,Healthcare,1,2
39,3,43,EMP445O,3,Low,Prefer not to say,Consulting,1,1
49,10,32,EMP4451,5,Medium,Non-binary,Consulting,7,4
20,4,38,EMP4452,5,Low,Prefer not to say,2_Healthcare,1,1
60,5,30,EMP4453,5,Medium,Prefer not to say,IT,14,4
37,8,28,EMP4454,2,Low,Prefer not to say,Finance,8,2
83,4,30,EMP4455,2,High,Non-binary,Manufacturing,6,5
38,2,54,EMP4456,8,Low,Female,Re.,10,3
54,2,43,EMP4457,8,Hig.,Prefer not to say,IT,0,3
80,2,40,EMP4458,5,high-topped,Non-binary,Consulting,9,5
37,7,53,EMP4459,4,Low,Female,Healthcare,4,1
29,4,31,EMP4.,2,High,Prefer not to say,Healthcare,9,2
29,4,35,EMP4461,2,High,Prefer not to say,IT,8,1
58,4,25,EMP4462,1,High,Male,Finance,10,4
20,4,42,EMP4463,3,Low,Male,Finance,2,3
56,2,52,EMP4464,2,Low,Prefer not to say,Consulting,2,1
59,3,58,EMP4465,1,High,Prefer not to say,Healthcare,7,4
55,1,51,EMP4466,3,High,Male,IT,4,1
82,3,55,EMP4467,4,Medium,Non-binary,Consulting,5,4
30,9,30,EMP4468,1,High,Female,Healthcare,12,2
32,9,28,EMP4469,1,Medium,Male,IT,10,3
39,4,60,EMP4470,5,Medium,Non-binary,Retail,8,5
37,4,45,EMP4471,3,Medium,Male,Cons.,7,4
82,4,51,EMP4472,4,high-topped,Prefer not to say,Manufacturing,4,5
29,1,53,EMP4473,2,Low,Male,Consulting,2,1
25,4,24,EMP4474,2,M.,Non-binary,Manufacturing,8,5
34,1,52,EMP4475,5,Medium,Non-binary,Retail,12,2
54,4,27,EMP4476,2,culture medium,Prefer not to say,IT,12,1
54,5,43,EMP4477,3,Low,Prefer not to say,Retail,14,5
42,7,40,EMP447B,2,Low,Non-binary,Retail,10,4
54,1,36,EMP4479,2,Medium,Female,Finance,14,5
60,3,22,EMP4480,5,D7Q_High,Female,Retail,3,4
44,3,33,EMP4481,10,Medium,Male,Finance,6,3
31,3,60,EMP4482,1,Low,Prefer not to say,Education,4,3
27,2,28,EMP4483,2,Medium,Male,Healthcare,7,4
21,5,33,EMP4484,1,Medium,Female,Finance,3,1
39,3,53,EMP4485,2,Low,Male,Healthcare,6,5
25,3,56,EMP4486,10,Medium,Male,Education,13,2
51,4,34,EMP4487,5,Low,Prefer not to say,education department,8,2
84,2,37,EMP4488,3,Low,Female,Retail,12,1
26,4,22,EMP4489,9,Low,Prefer not to say,Education,9,4
49,5,44,EMP4490,8,Medium,Non-binary,Retail,6,4
81,1,27,EMP4491,1,Medium,Female,Consulting,2,4
36,2,49,EMP4492,2,High,Male,Consulting,3,1
42,1,55,EMP4493,2,Medium,Male,Finance,9,2
38,2,53,EMP4494,5,Low,Non-binary,Manufacturing,2,3
92,4,38,EMP4495,5,Medium,Prefer not to say,Education,3,4
31,3,39,Elty_EMP4496,3,Low,Non-binary,zqR_IT,14,5
44,4,56,EMP4497,10,high-topped,Non-binary,IT,12,4
43,4,48,6USv_EMP4498,3,Low,Non-binary,1T,6,1
47,4,24,EMP4499,5,High,Prefer not to say,Finance,4,2
28,1,28,EMP4500,4,High,Non-binary,Manufacturing,2,1
33,3,58,EMP4501,3,Low,Prefer not to say,Re.,13,5
58,5,35,EMP4502,4,Medium,Female,Finance,0,2
57,2,60,EMP4S03,3,Low,Female,Healthcare,0,2
83,1,54,EMP4504,2,Medium,Prefer not to say,Finance,14,1
32,4,30,EMP4505,1,Medium,Female,Manufacturing,12,1
22,4,46,EMP4506,2,Medium,Non-binary,Finance,12,4
50,3,49,EMP4507,3,Low,Female,Manufacturing,9,1
21,2,47,EMP4508,3,Medium,Female,Finance,15,2
60,4,26,EMP4509,2,High,Prefer not to say,Healthcare,8,3
34,1,47,EMP4510,5,High,Male,Retail,5,3
27,3,52,EMP4511,2,Low,Non-binary,Healthcare,5,4
25,2,27,EMP4512,4,High,Prefer not to say,IT,10,4
22,3,59,EMP4513,1,High,Prefer not to say,IT,13,4
42,2,45,EMP4514,1,Medium,Prefer not to say,Retail,14,3
24,9,29,EMP4515,4,Medium,Female,Manufacturing,9,1
47,1,60,EMP4516,1,g_Low,Non-binary,Education,4,5
20,4,57,EMP4517,3,Medium,Prefer not to say,Finance,6,5
52,1,28,EMP4518,1,High,Male,Finance,5,3
49,4,23,EMP4519,3,Medium,Non-binary,Manufacturing,9,1
56,3,54,EMP4520,1,Low,Non-binary,Healthcare,14,5
30,8,25,EMP4521,5,Low,Non-binary,Healthcare,5,2
51,5,39,EMP4522,4,Medium,Prefer not to say,Healthcare,3,4
59,1,55,EMP4523,3,Low,Prefer not to say,Consulting,12,4
42,4,26,EMP4524,2,Medium,Male,Manufacturing,5,2
24,3,45,EMP4525,5,High,Non-binary,Finance,13,1
52,4,56,EMP4526,1,Medium,Male,Retail,3,1
82,8,52,EMP4527,1,High,Female,Consulting,1,5
46,5,23,EMP4528,1,Medium,Non-binary,Manufacturing,8,2
77,5,43,EMP4529,3,High,Female,IT,14,5
38,4,49,EMP4530,9,Low,Male,Manufacturing,15,1
50,5,34,EMP4531,5,High,Non-binary,IT,15,4
75,3,49,EMP4532,4,Low,Male,Healthcare,5,2
85,5,51,EMP4533,8,Low,Male,IT,14,1
48,4,50,EMP4534,4,Low,Male,Healthcare,7,4
43,4,54,EMP4535,4,YlPN_Low,Prefer not to say,Consulting,2,3
57,2,24,EMP4536,2,Low,Male,Education,1,2
20,1,38,EMP4537,9,Low,Female,Healthcare,12,1
20,4,41,EMP.,1,Low,Male,IT,1,1
88,4,34,EMP4539,2,High,Male,Healthcare,4,2
45,10,36,EMP4540,2,F_High,Female,IT,15,2
54,3,51,EMP4541,2,Low,Non-binary,Retail,15,3
39,2,35,EMP454Z,1,Low,Prefer not to say,Healthcare,13,4
51,9,52,EMP4543,3,Medium,Female,Education,9,2
35,5,56,EMP4544,7,Medium,Prefer not to say,Education,3,5
48,4,30,EMP4545,5,L.,Non-binary,IT,5,5
87,4,59,EMP4546,3,High,Female,IT,9,2
47,5,60,EMP4547,9,High,Prefer not to say,Retail,15,4
97,5,45,EMP4548,3,Medium,Female,Healthcare,9,4
58,4,37,EMP4549,5,low-toned,Prefer not to say,Healthcare,10,3
42,8,40,EMP4550,2,Medium,Prefer not to say,education department,3,4
48,3,30,EMP4551,5,Medium,Non-binary,Healthcare,1,1
95,4,57,EMP4552,3,Low,Non-binary,Hea.,2,3
58,4,48,EMP4553,5,Low,Prefer not to say,Consulting,11,3
49,5,51,EMP45.,9,Medium,Female,Healthcare,11,2
25,2,46,EMP4555,4,Low,Prefer not to say,Consulting,4,5
48,3,56,EMP4556,2,high-topped,Male,S3C_Finance,15,3
20,1,25,EMP4557,5,Medium,Male,Consulting,14,1
39,1,22,EMP4558,4,High,Non-binary,JGO_Retail,15,4
43,1,42,EMP4559,5,Low,Non-binary,Finance,4,5
60,3,40,EMP4560,2,High,Prefer not to say,Finance,10,3
43,4,51,EMP4561,1,High,Non-binary,Retail,2,2
51,1,34,EMP4562,4,Medium,Female,Manufacturing,10,3
91,4,34,EMP4563,5,Low,Prefer not to say,Healthcare,5,5
56,1,28,EMP4564,5,High,Non-binary,IT,10,5
39,1,46,EMP4565,2,High,Non-binary,Finance,0,2
23,3,37,EMP4566,1,Medium,Prefer not to say,Education,1,1
50,2,48,EMP4567,5,Low,Non-binary,Consulting,7,5
33,5,32,EMP4568,1,Medium,Non-binary,Manufacturing,1,1
50,2,28,EMP4S69,3,Low,Prefer not to say,IT,8,4
33,5,41,EMP4570,8,Low,Prefer not to say,Retail,3,5
45,2,57,EMP4571,2,Medium,Prefer not to say,Manufacturing,0,2
53,3,42,EMP4S72,10,Low,Female,IT.,2,2
51,4,56,EMP4573,2,Low,Female,Consulting,2,1
76,5,57,EMP4574,1,Low,Prefer not to say,IT,8,5
34,9,32,EMP4575,2,Medium,Prefer not to say,Retail,15,3
25,3,57,EMP4576,2,Hig.,Non-binary,Healthcare,9,3
45,1,25,EMP4577,1,Low,Non-binary,Finance,11,1
48,4,35,EMP4578,2,Low,Female,Consulting,7,5
49,3,44,EMP4579,2,Medium,Female,UX_Manufacturing,2,2
27,2,35,EMP4580,2,Low,Non-binary,Education,5,2
58,4,43,EMP4581,3,Medium,Prefer not to say,Consulting,15,2
55,5,58,EMP4582,2,Medium,Female,Manufacturing,9,1
28,2,29,Fw_EMP4583,4,Medi.,Female,pVo_Finance,15,1
51,4,36,EMP4584,10,High,Non-binary,Retail,7,4
81,3,48,EMP4585,3,Low,Prefer not to say,Manufacturing,12,5
20,10,48,EMP4586,1,Low,Non-binary,IT,5,1
21,5,29,EMP4587,1,Medium,Non-binary,Healthcare,8,3
94,9,38,EMP458B,1,Lo.,Prefer not to say,IT.,9,3
24,4,38,EMP4589,10,Medium,Non-binary,FBmC_Consulting,12,4
36,1,26,EMP4590,5,Tltz_Low,Prefer not to say,IT,14,4
35,5,35,EMP4591,1,Hig.,Prefer not to say,Manufacturing,9,4
23,3,53,EMP4592,5,High,Female,Retail,0,5
79,1,25,EMP4593,5,B1xO_Low,Non-binary,Healthcare,14,1
42,3,22,EMP4594,1,Medium,Non-binary,Education,13,3
29,1,34,EMP4595,3,Medi.,Male,Finance,13,3
20,1,31,EMP4596,8,H.,Female,Education,8,3
24,4,26,EMP4597,4,High,Non-binary,Education,13,1
27,2,54,E.,4,Medium,Non-binary,Healthcare,7,5
55,5,34,EMP4599,4,Low,Female,Healthcare,11,1
48,2,47,EMP4600,4,Low,Female,Retail,10,2
20,3,39,EMP4601,2,High,Non-binary,IT,12,5
41,4,26,EMP4602,4,Low,Male,Health.,7,1
41,2,30,EMP4603,2,High,Male,1_Finance,15,5
36,5,49,EMP4604,5,High,Prefer not to say,IT,5,2
23,2,57,EMP4605,5,Low,Non-binary,Consulting,10,4
23,4,44,EMP4606,2,BAc_Medium,Female,Education,8,1
23,3,49,EMP4607,5,high-topped,Non-binary,Retail,15,5
48,4,53,y_EMP4608,9,high-topped,Prefer not to say,Retail,1,4
36,4,45,EMP46.,3,High,Male,Retail,4,5
77,1,47,EMP4610,1,Medium,Non-binary,Education,12,4
37,3,28,EMP4611,7,High,Male,education department,2,3
49,4,58,EMP4612,4,Low,Non-binary,Consulting,0,1
50,10,23,EMP4613,2,Medium,Female,Manufacturing,12,5
35,2,57,EMP4614,5,Low,Non-binary,Education,12,2
24,3,27,EMP4615,4,Low,Non-binary,Retail,0,4
45,4,52,EMP4616,5,Low,Female,Retail,11,3
55,1,48,EMP4.,3,High,Non-binary,IT,8,1
28,2,53,EMP4618,8,Medium,Non-binary,Education,2,4
36,9,56,EMP4619,5,Low,Non-binary,Consulting,10,5
20,5,38,EMP4620,2,culture medium,Non-binary,Consulting,9,4
97,3,22,EMP4621,2,Medium,Female,Finance,7,3
33,1,29,EMP4622,3,Low,Non-binary,Consulting,6,1
21,2,40,EMP4623,9,Low,Non-binary,IT,3,2
22,5,55,EMP4624,9,Medium,Prefer not to say,Re.,8,4
44,1,51,EMP4625,2,High,Prefer not to say,NVO_Retail,0,2
39,4,23,EMP4626,3,Low,Female,Manufacturing,12,2
98,1,60,EMP4627,5,High,Prefer not to say,Retail,11,5
33,1,38,EMP4628,9,High,Female,IT,14,2
50,1,36,EMP4629,5,High,Male,Finance,9,4
29,4,25,EMP.,2,Low,Male,Manufacturing,5,4
94,2,47,EMP4631,2,Low,Female,Retail,6,2
31,5,24,EMP4632,4,Low,Male,Consulting,5,1
32,4,51,EMP4633,2,High,Female,Finance,1,5
82,8,48,EMP4634,1,High,Prefer not to say,Consulting,10,4
84,2,55,ns_EMP4635,1,High,Non-binary,Healthcare,8,5
44,2,44,EMP4636,2,Medium,Prefer not to say,Manufacturing,13,3
22,5,48,EMP4637,5,High,Prefer not to say,Manufacturing,14,4
26,8,22,EMP4638,9,Low,Non-binary,Retail,9,4
54,2,37,EMP4639,5,Low,Prefer not to say,Healthcare,14,5
83,5,53,EMP4640,4,High,Prefer not to say,Consulting,11,4
89,5,45,EMP4641,9,High,Male,Finance,9,1
20,3,28,EMP4.,8,Low,Prefer not to say,Consulting,11,1
32,4,25,EMP4643,3,Low,Male,Consulting,15,3
43,1,29,EMP4644,2,Medium,Non-binary,IT,4,5
58,2,56,EMP4645,2,Low,Male,Finance,9,3
40,1,54,EMP.,4,High,Prefer not to say,Consulting,5,4
33,4,38,EMP4647,5,High,Prefer not to say,Education,2,1
57,3,25,EMP4648,1,Low,Female,Manufacturing,0,4
39,4,41,EMP4649,1,Medium,Male,Finance,10,1
57,4,27,EMP4650,2,Low,Prefer not to say,Consulting,4,1
92,8,23,EMP4651,5,High,Female,IT,3,3
92,5,55,EMP4652,4,High,Male,Retail,4,1
40,1,43,EMP4653,4,Medium,Male,Finance,12,4
20,2,23,EMP4654,3,High,Non-binary,Retail,7,2
41,5,49,EMP4655,4,culture medium,Female,IT,2,2
25,2,36,EMP4656,1,Low,Non-binary,Finance,3,4
28,2,57,EMP4657,2,Medium,Prefer not to say,Healthcare,9,2
21,1,25,EMP4658,3,Low,Female,Manufacturing,12,4
48,3,41,E.,1,Low,Female,IT,2,1
33,5,32,EMP4660,2,Low,Non-binary,Healthcare,8,4
33,4,45,EMP4661,2,Low,Female,manufacture,9,1
25,3,39,EMP4662,5,Medium,Non-binary,Retail,8,5
53,1,33,EMP4663,3,Medium,Prefer not to say,Retail,1,5
46,5,51,EMP4664,2,Medium,Female,IT,3,5
26,5,44,EMP4665,4,Medium,Non-binary,Retail,2,5
58,4,43,EMP4666,2,High,Female,GKme_Healthcare,15,2
25,2,54,EMP4667,1,High,Non-binary,Healthcare,5,5
20,8,54,EMP4668,1,Medium,Non-binary,Finance,13,4
35,3,28,EMP4669,3,High,Prefer not to say,Finance,9,3
30,2,41,EMP4670,5,Low,Non-binary,Manufacturing,13,4
33,4,46,EMP4671,4,Low,Male,IT,7,5
37,1,53,EMP4672,3,high-topped,Male,Healthcare,8,1
22,1,31,EMP4673,1,Hi.,Prefer not to say,Education,11,1
50,2,43,EMP4674,3,High,Prefer not to say,Finance,13,4
58,3,22,EMP4675,7,Medium,Female,Retail,2,2
55,1,58,tK_EMP4676,2,Low,Prefer not to say,Healthcare,12,2
53,1,25,EMP4677,5,High,Non-binary,Healthcare,13,1
20,3,38,EMP467B,2,High,Female,IT,4,4
37,10,56,EMP4679,1,Low,Male,Finance,14,4
60,1,49,EMP4680,1,Medium,Prefer not to say,Manufacturing,14,3
84,4,57,EMP4681,3,High,Female,Education,3,4
39,5,28,EMP4682,5,High,Non-binary,Healthcare,5,2
21,9,34,EMP4683,4,Low,Female,IT,6,4
41,3,27,EMP4684,8,Low,Female,Finance,7,5
40,4,52,EMP4685,1,High,Prefer not to say,Education,14,3
96,3,58,EMP4686,2,Med.,Prefer not to say,Retail,1,1
34,8,45,EMP4687,4,Low,Male,Retail,0,5
50,4,29,EMP4688,1,Medium,Non-binary,Manufacturing,3,3
40,4,30,EMP4689,3,Medium,Prefer not to say,IT,2,3
40,5,45,EMP4690,2,High,Female,Finance,3,5
82,5,50,EMP4691,2,Medium,Prefer not to say,Education,8,2
20,4,33,EMP4692,5,Low,Prefer not to say,Manufacturing,6,4
35,4,55,EMP4693,4,High,Prefer not to say,Healthcare,1,5
43,4,36,EMP4694,4,High,Non-binary,Finance,2,3
38,1,39,EMP4695,3,Low,Female,Finance,5,2
41,1,32,EMP4696,2,Low,Prefer not to say,Manufacturing,11,5
31,5,39,EMP4697,5,Medium,Non-binary,Manufacturing,0,3
27,4,47,EMP4698,3,High,Prefer not to say,Healthcare,2,4
52,2,57,EMP4699,1,High,Female,Retail,11,2
39,1,59,EMP4700,3,Medium,Female,Retail,12,3
28,3,43,EMP4701,5,Medium,Non-binary,Education,9,5
20,2,28,EMP4702,2,Low,Male,IT,1,1
87,1,50,EMP4703,8,Low,Male,Education,15,4
25,1,31,EMP4704,3,Medium,Female,Educat.,2,4
44,4,50,EMP4705,8,High,Prefer not to say,Consulting,3,1
49,3,25,EMP4706,1,High,Prefer not to say,Education,9,5
22,8,36,EMP4707,5,Low,Male,Retail,14,1
33,4,56,EMP4708,3,Medium,Female,Manufacturing,0,5
46,1,30,E.,2,Medium,Female,IT,2,4
34,4,55,EMP4710,2,Medium,Female,Finance,6,1
35,3,43,EMP4711,1,Low,Male,Education,6,5
43,2,53,EMP4712,4,low-toned,Female,Manufacturing,14,2
56,9,26,EMP4713,5,high-topped,Prefer not to say,Manufacturing,8,3
36,8,42,EMP4714,3,low-toned,Female,IT,3,1
52,1,24,EMP4715,4,High,Male,Finance,6,4
31,1,58,EMP4716,2,High,Male,Manufacturing,7,1
45,5,53,EMP4717,2,Medium,Prefer not to say,Education,10,1
93,10,30,EMP4718,3,Low,Female,Manuf.,14,1
49,2,46,EMP4719,1,Low,Female,Manufacturing,5,5
60,5,29,EMP4720,1,High,Female,Finance,5,3
24,3,26,KDx_EMP4721,3,Low,Prefer not to say,Consulting,1,3
58,9,28,EMP4722,4,High,Prefer not to say,Consulting,10,4
30,5,54,EMP4723,2,Medium,Prefer not to say,Retail,2,3
40,5,60,EMP4724,3,Medium,Female,Consulting,12,5
31,5,60,EMP4725,4,High,Prefer not to say,Consulting,14,2
80,3,52,EMP4726,3,High,Female,Finance,8,4
21,5,33,EMP4727,3,Low,Prefer not to say,Finance,12,3
20,3,48,EMP4728,2,High,Non-binary,Consulting,7,2
34,8,24,EMP.,3,Medium,Female,Healthcare,10,3
40,8,32,EMP4730,8,Low,Non-binary,Consulting,15,1
24,2,40,EMP4731,3,Medium,Non-binary,Manufacturing,11,1
43,10,32,EMP4732,4,low-toned,Non-binary,Consulting,5,1
27,2,59,EMP4733,3,High,Non-binary,Consulting,12,5
31,4,33,EMP4734,1,High,Male,ton_Finance,0,3
46,5,25,EMP4735,4,Medium,Prefer not to say,Consulting,2,1
56,8,41,EMP4736,4,Low,Non-binary,IT,7,3
98,5,36,EMP4737,1,c_Low,Female,Finance,15,2
23,8,39,EMP4738,4,High,Male,Consulting,11,4
54,3,51,EMP4739,1,High,Male,Manufacturing,0,1
54,3,30,EMP474O,1,culture medium,Prefer not to say,education department,5,4
59,2,54,EMP4741,2,Low,Non-binary,Education,1,5
21,2,48,EMP4742,2,Medium,Female,Consulting,12,2
40,5,60,EMP4743,3,High,Prefer not to say,Education,11,4
25,7,60,EMP4744,1,Medium,Prefer not to say,Retail,6,5
30,3,44,EMP4745,3,Medium,Male,Healthcare,4,1
58,4,30,EMP4746,3,Medium,Male,education department,9,1
27,2,51,EMP4747,2,Medium,Female,Education,14,4
20,3,55,EMP4748,2,Low,Prefer not to say,Manufacturing,8,4
90,5,60,EMP4749,5,High,Prefer not to say,Retail,11,2
24,3,27,26_EMP4750,1,AyS3_High,Female,Consulting,13,3
37,3,39,EMP4751,3,High,Male,Finance,6,1
86,1,41,EMP4752,1,Medium,Female,v_Manufacturing,2,4
53,4,38,c_EMP4753,3,Medium,Female,Consulting,6,3
48,5,51,EMP4754,5,Medium,Female,Healthcare,15,1
29,5,53,EMP47S5,1,Low,Prefer not to say,IT,4,1
26,8,25,EMP4756,8,Low,Female,Manufacturing,12,2
35,5,33,EMP4757,3,Low,Prefer not to say,Retail,15,2
50,1,26,EMP4758,5,Medium,Prefer not to say,IT,8,2
56,5,49,EMP4759,5,Low,Female,F.,0,4
58,2,27,EMP476O,1,High,Male,Jxp_Manufacturing,5,2
42,5,52,EMP4761,1,High,Non-binary,Healthcare,11,2
26,3,56,EMP4762,4,Low,Male,Finance,1,2
43,2,58,EMP4763,5,Low,Prefer not to say,Manufacturing,2,4
34,5,41,EMP4764,3,Low,Prefer not to say,Finance,6,1
21,5,25,EMP4765,5,Low,Non-binary,Retail,1,3
44,1,23,EMP4766,4,Medium,Female,education department,12,3
76,1,40,EMP4767,10,dE_Medium,Female,Manufacturing,14,1
