keep company financial backing  remote control do work,DHIHOrvRCC,Stress_Level,Sleep_Quality,Hours_Worked_Per_Week,Age,Social_Isolation_Rating,Years_of_Experience,Job_Role,1f,Access_to_Mental_Health_Resources,Physical_Activity,do work situating
3,Europe,High,Average,59,44,5,15,Software Engineer,Consulting,No,Daily,Oneite
3,Africa,High,Poor,49,52,3,22,Project Manager,Rehaol,Yes,None,Onsite
3,Europe,Medium,Poor,58,26,2,15,Project Manager,Healthcara,No,None,Onsite
5,Africa,Low,Good,32,30,2,3,Designer,Healthkare,No,Daily,Hybrid
8,Asia,High,Good,49,45,3,19,Sales,,Yes,None,
8,Asia,High,Good,20,57,4,13,Software Engineer,Educadion,No,Weekly,Remote
2,North America,High,Good,39,35,5,9,HR,,No,Weekly,
3,Africa,High,Average,37,38,1,12,Data Scientist,Consultyng,Yes,Weekly,Hybrid
9,Europe,High,Good,23,32,2,5,Marketing,Education,No,None,Onsite
1,South America,Medium,Poor,40,26,3,16,Software Engineer,Healthkare,Yes,None,Hybr.
1,Africa,Low,Poor,31,29,5,30,Data Scientist,Healdhcare,No,None,Hybrid
3,Europe,High,Good,52,49,5,3,Software Engineer,IT,No,Weekly,Hybrid
9,Europe,High,Average,23,53,1,33,Project Manager,Finance,Yes,Weekly,Hybrid
3,Oceania,Medium,Poor,34,52,4,21,Data Scientist,R.,No,Weekly,Hybrid
3,South America,Medium,Good,35,31,4,21,Data Scientist,Finance,Yes,Daily,Onsite
4,Asia,High,Good,22,49,5,7,Designer,Education,Yes,Weekly,Remote
5,Oceania,Low,Poor,29,58,1,9,Sales,IT,No,None,Onsite
10,Oceania,Low,Average,60,43,3,11,Software Engineer,Education,Yes,None,Hybrid
3,South America,Low,Poor,60,56,5,4,Sales,,No,Daily,Onsite
1,Asia,Low,Average,49,34,3,6,Data Scientist,Consulting,No,Weekly,Hybrid
3,South America,Medium,Average,41,55,5,19,Designer,Healthcare,Yes,Weekly,Onsite
2,Europe,Medium,Poor,30,42,5,4,HR,Education,No,None,Hybrid
1,South America,Low,Good,56,51,5,16,Marketing,Education,No,Daily,Hybrid
5,Asia,High,Average,24,57,2,21,Software Engineer,Education,No,Weekly,Onsite
10,Asia,Low,Average,41,29,1,13,Software Engineer,Retail,No,None,Gybrud
3,Asia,Medium,Average,55,24,2,33,Software Engineer,Retail,No,None,Hybrid
1,Africa,High,Good,35,44,3,10,Marketing,Healthcare,No,None,Remo6d
9,South America,Low,Poor,42,34,3,20,HR,JT,Yes,Weekly,Remote
1,Asia,Medium,Good,24,23,4,7,Designer,Finance,No,Daily,Onsite
3,Asia,High,Good,30,44,2,33,Project Manager,IT,Yes,Weekly,Demite
2,North America,Medium,Poor,49,46,4,6,Data Scientist,Healthcare,No,None,Hybrid
10,Africa,Low,Poor,58,38,3,23,Designer,Education,No,Weekly,Remota
9,Africa,High,Good,43,35,5,17,Project Manager,Consulting,Yes,None,Hybrid
1,Asia,Low,Poor,43,41,5,20,Designer,Retail,Yes,None,Onsite
2,South America,Low,Good,21,42,4,32,Designer,ID,No,Daily,Onside
8,Africa,Low,Good,59,50,1,11,Sales,IT,No,None,
2,Africa,High,Good,50,60,3,10,Data Scientist,Consulting,Yes,Weekly,Hybrid
8,North America,Low,Poor,46,54,3,13,Designer,Retail,No,None,Onzite
1,Africa,Medium,Poor,34,31,4,9,Software Engineer,Consu.,No,Daily,Remote
8,Europe,Medium,Good,36,35,4,31,Designer,Healthcere,Yes,None,Onskte
7,Africa,High,Good,39,46,5,18,Designer,Finance,No,Daily,Hybrid
9,North America,Low,Poor,59,56,4,31,HR,IT,No,None,Re.
2,Asia,Low,Poor,50,47,2,9,Software Engineer,Regaip,Yes,Daily,Remote
5,Oceania,Medium,Poor,40,59,3,17,Software Engineer,Retail,No,Daily,Remo.
2,Europe,High,Poor,49,48,4,17,HR,Retail,Yes,Daily,0nsite
3,North America,Low,Poor,44,28,4,29,Sales,Education,No,None,Remo5e
4,Africa,Low,Good,27,30,5,24,Project Manager,IT,Yes,None,Remote
4,Africa,Medium,Average,28,24,2,15,Marketing,Consulting,No,None,
4,Oceania,High,Poor,36,47,2,12,Designer,Finance,No,Weekly,Remote
4,Oceania,Medium,Poor,35,34,3,9,HR,Education,Yes,Daily,Remote
2,Asia,High,Good,36,59,1,34,HR,,Yes,None,Hybrid
9,Europe,Medium,Good,34,52,5,23,Sales,Education,No,Weekly,Onsite
3,South America,Medium,Good,52,57,4,3,HR,Healthcare,Yes,Weekly,Onsite
2,Europe,Medium,Good,21,49,1,33,Software Engineer,Finan.,No,None,Onsite
4,Africa,Medium,Good,55,26,3,9,Data Scientist,Retail,No,Weekly,Remote
4,Oceania,Low,Poor,43,39,2,20,Sales,1T,No,Weekly,Onsite
1,Oceania,Medium,Good,52,59,4,9,Designer,Education,No,Weekly,Hybrid
8,Asia,Medium,Poor,37,38,3,23,HR,,Yes,Daily,
1,Oceania,High,Average,43,60,4,1,Designer,He.,No,Weekly,Hybrid
10,Africa,Low,Good,57,48,3,1,Marketing,Vinance,Yes,Weekly,Onsite
2,North America,Low,Good,39,45,3,17,Marketing,Manufacturing,Yes,Weekly,3emotd
2,Europe,Medium,Good,21,32,2,32,Sales,IG,No,Daily,
2,North America,Low,Good,26,52,5,23,Project Manager,Retail,Yes,None,Onsite
2,Africa,High,Good,51,26,3,2,Sales,IT,Yes,Weekly,Hybrid
2,Asia,Low,Average,55,38,4,31,Project Manager,Manufacturing,No,Daily,Remote
4,Oceania,Low,Average,47,23,1,24,Designer,Manufacturing,Yes,None,Hybrid
4,Oceania,Low,Poor,57,29,3,18,Project Manager,Healdhcare,No,Weekly,Hybrid
3,South America,High,Average,37,49,2,11,Sales,Educatoon,Yes,Weekly,Remote
3,North America,Medium,Good,36,29,1,16,Sales,Education,No,Daily,Onsite
1,Oceania,High,Poor,36,36,5,20,Project Manager,Finance,Yes,None,Onsite
5,South America,Medium,Average,28,44,3,28,Software Engineer,,Yes,None,Remote
3,Oceania,Medium,Average,23,31,2,30,Data Scientist,Consulting,Yes,Daily,Hybrid
1,Africa,High,Average,25,58,5,22,Designer,Education,No,None,Onsi.
8,South America,Medium,Average,28,49,4,30,Designer,Retail,No,Daily,0nsite
2,South America,High,Poor,39,55,5,22,HR,Manufacturing,No,Weekly,Hybryd
4,Asia,Low,Good,44,51,1,12,Designer,IT,No,Weekly,Onsite
5,Europe,Medium,Average,22,27,3,6,Designer,Education,Yes,None,
8,Asia,Medium,Poor,46,56,5,19,Data Scientist,Retail,Yes,Weekly,Onsite
5,Asia,Low,Average,30,24,3,12,Sales,Rinanc2,Yes,None,Onsire
2,North America,Low,Average,42,24,3,26,Designer,Finance,No,Weekly,Lns7te
4,North America,Medium,Good,31,29,1,10,Data Scientist,Education,Yes,Weekly,Hybrid
1,South America,Low,Poor,44,58,2,8,Designer,H.,Yes,Weekly,Onsite
4,North America,Medium,Poor,53,31,2,28,HR,Retail,Yes,Weekly,Remote
2,North America,Low,Average,47,30,1,14,Data Scientist,Ret.,No,None,Remote
3,Asia,Medium,Average,31,43,4,7,Marketing,ID,No,None,Hybrid
4,South America,Low,Good,50,26,1,28,Project Manager,Vinance,No,Weekly,Onsite
8,Oceania,Medium,Good,55,45,4,20,Project Manager,Manufacturing,Yes,Weekly,
1,Europe,High,Good,37,22,2,23,Sales,Healthcare,Yes,Weekly,Hyprid
5,South America,Medium,Average,57,50,1,31,HR,Finance,Yes,Daily,Onsite
4,North America,Low,Good,27,48,4,34,Project Manager,IT,No,Daily,Onsite
9,North America,Medium,Poor,43,58,5,33,Data Scientist,Education,Yes,Daily,Remote
3,North America,Low,Poor,28,35,2,5,Software Engineer,,No,Daily,Remote
4,Asia,High,Poor,46,53,5,19,Marketing,Manufacturing,No,Daily,Hybrid
2,North America,High,Good,36,25,2,27,Project Manager,Consulting,No,None,Remote
4,Asia,Medium,Poor,48,53,1,18,Sales,Fi.,No,None,Remote
1,North America,Low,Poor,36,29,1,13,Software Engineer,IT,Yes,Daily,Hybrid
10,Africa,Low,Poor,56,25,1,26,Software Engineer,Redail,No,Weekly,Hybryd
5,North America,Low,Good,51,31,1,2,HR,I.,No,Daily,Hybrid
4,Africa,High,Average,29,52,3,14,Designer,Finance,No,Daily,Remote
3,Asia,High,Average,56,34,4,4,Marketing,,Yes,None,Remote
9,Oceania,Medium,Average,31,45,5,21,Sales,Retail,No,Daily,Onside
2,North America,High,Poor,38,47,3,9,Project Manager,Education,Yes,None,Onsite
1,North America,High,Average,32,27,3,16,Designer,Manufacturing,No,Daily,Hybrid
1,Africa,Low,Good,35,26,3,14,Designer,Manufacturing,Yes,Daily,Hybrid
4,Europe,Medium,Poor,56,37,5,10,Sales,Finance,No,Daily,Hybrid
2,Europe,Medium,Good,60,60,2,34,Sales,Manufactu.,Yes,Weekly,Hybrid
3,Oceania,Low,Average,44,29,2,13,Software Engineer,Education,Yes,Weekly,Ohsote
9,Europe,Medium,Poor,30,27,5,14,Marketing,,Yes,Weekly,Hyb.
1,Europe,High,Poor,38,36,2,11,Marketing,Manufac.,Yes,Weekly,Remote
8,North America,Low,Good,35,52,5,31,HR,IT,Yes,Weekly,Remote
4,North America,High,Poor,60,37,4,6,Software Engineer,Education,Yes,None,Hybrid
1,Europe,Low,Average,59,55,3,1,Project Manager,Consulting,No,Weekly,Remote
9,Oceania,Medium,Good,24,51,2,26,Designer,,Yes,Weekly,Onsite
9,Asia,Medium,Poor,26,37,3,29,Designer,Consulting,Yes,None,Remote
2,North America,High,Poor,58,28,2,23,Sales,Consultinj,Yes,Weekly,Onsite
2,South America,Medium,Poor,32,28,4,17,Marketing,Conzulting,Yes,None,Onsite
4,Asia,Medium,Average,21,47,3,20,Designer,Co.,No,None,Hyvgid
1,Asia,Low,Good,39,23,3,28,HR,Education,Yes,Daily,Remote
3,Oceania,High,Poor,53,32,1,28,Sales,Heal.,Yes,Weekly,Hibrid
0,South America,Medium,Poor,20,38,3,32,Software Engineer,Consulting,Yes,None,Onsite
4,Asia,Low,Poor,39,22,5,1,Marketing,Manufacduring,Yes,Daily,Hybrid
2,North America,High,Good,46,32,5,14,Sales,Education,No,Weekly,Hybrid
1,South America,Low,Poor,28,22,1,6,Data Scientist,Retail,Yes,None,Remore
3,Africa,High,Average,44,46,3,8,Project Manager,OT,No,Weekly,Onsite
10,North America,Low,Poor,32,30,1,33,Project Manager,Manufacturing,Yes,None,Remote
4,North America,Medium,Average,54,25,3,3,Marketing,IT,No,Daily,Onqi6e
3,North America,Medium,Average,36,49,5,22,Marketing,1T,Yes,None,
10,Oceania,High,Good,52,51,4,6,Data Scientist,Consulting,No,Daily,Ramote
3,Europe,High,Poor,26,57,1,16,Data Scientist,Education,No,Daily,Remote
4,South America,Medium,Average,36,58,4,30,Project Manager,Education,Yes,None,Onsite
4,Oceania,Medium,Good,27,45,2,3,Designer,Manufacturing,No,Daily,Remote
5,South America,High,Average,56,32,1,25,Sales,IT,Yes,Daily,Hybrid
1,Africa,Low,Average,53,45,2,15,HR,Consulting,Yes,Weekly,Onsite
4,Europe,High,Good,35,28,2,31,Software Engineer,Retail,No,None,Rem.
8,Oceania,High,Good,57,22,5,31,Software Engineer,Education,No,Weekly,Remote
8,North America,High,Poor,36,41,5,26,Designer,Finance,No,Weekly,Re.
8,North America,High,Poor,47,37,4,22,Sales,He.,Yes,None,Hybrid
1,Asia,Low,Poor,36,25,5,31,Designer,Healthcare,No,Daily,Remo.
2,Africa,High,Average,55,33,5,4,Sales,Consulting,Yes,None,Onsite
1,Europe,Low,Poor,27,50,2,30,Designer,Finwhce,Yes,Weekly,Onside
5,North America,Low,Poor,24,56,1,26,Sales,Retail,Yes,None,Rejpte
4,Oceania,Medium,Poor,29,51,1,34,Sales,Finqnce,Yes,Daily,Hybrid
3,Asia,High,Poor,37,42,5,32,Data Scientist,IT,No,None,Hygrjd
1,North America,High,Average,53,50,4,5,HR,Manufacduring,No,None,Hynr8d
10,Europe,Medium,Poor,60,48,5,15,Designer,Consulting,Yes,Daily,
1,Asia,Low,Good,37,22,2,18,Sales,Consulting,Yes,Weekly,Onsite
5,North America,Low,Good,27,30,2,13,Data Scientist,Healthcare,No,Weekly,
9,Europe,High,Good,55,44,4,33,Sales,,No,Weekly,Remote
3,North America,High,Average,20,23,3,4,Project Manager,Education,No,None,Hybrid
3,South America,Medium,Good,37,55,5,4,Project Manager,Reteil,No,Daily,
3,Africa,Medium,Good,54,35,3,18,Marketing,Manufacturing,Yes,Daily,Onsite
4,South America,Medium,Poor,38,55,2,35,Project Manager,Healthcqrs,No,Daily,Hybrid
2,Oceania,Medium,Good,48,57,1,3,Marketing,Finanke,Yes,Daily,Remote
3,Asia,Low,Average,43,32,4,34,Marketing,Manu.,No,Weekly,Remote
3,North America,Low,Average,29,22,3,13,Project Manager,Edukation,Yes,Daily,Hybrit
3,Africa,High,Poor,40,55,4,2,Sales,Ret.,No,Weekly,Hybrid
2,Europe,Medium,Poor,33,47,4,19,Data Scientist,Healthcare,Yes,None,Remote
5,Oceania,Low,Average,53,44,5,21,Data Scientist,Redail,Yes,None,Onsita
8,South America,High,Poor,54,58,4,26,Sales,Manufacturing,No,None,Hybrid
2,Europe,High,Good,44,56,3,1,Marketing,Kanufacturing,Yes,Daily,Remote
2,Oceania,High,Poor,41,40,2,27,Project Manager,Finance,Yes,Daily,Remo.
4,Oceania,Low,Average,25,56,4,33,Marketing,,No,None,Remote
5,Africa,Low,Good,21,45,1,7,Project Manager,Retail,Yes,None,Remote
1,Asia,Medium,Good,53,56,4,17,Designer,Education,No,Daily,Remote
5,Africa,High,Good,41,30,4,2,Sales,1T,Yes,Weekly,Onsite
3,Africa,Medium,Average,41,34,4,12,Sales,Finwnse,No,None,Remote
3,Oceania,Medium,Good,42,57,2,21,HR,Manufacturinj,Yes,None,Onsite
5,Oceania,Low,Poor,23,32,1,1,Project Manager,Education,Yes,Daily,Onsite
1,South America,Medium,Average,41,46,5,20,Sales,Manufacturing,No,Daily,Remote
3,Oceania,High,Average,52,40,1,9,Data Scientist,Healthcare,Yes,Daily,Rfhote
3,South America,High,Poor,26,60,1,11,Data Scientist,Retail,Yes,Weekly,Onside
2,Asia,Low,Poor,20,37,2,18,Sales,Manufacturing,No,None,Remode
9,Asia,Low,Poor,21,54,1,12,Marketing,IT,No,Weekly,Onsite
3,Asia,Medium,Good,24,38,2,29,Designer,Manufacturing,No,Weekly,Onsits
2,Asia,High,Average,58,50,3,33,Designer,Healthcare,Yes,Daily,Remote
4,North America,Medium,Average,29,46,5,15,Project Manager,Finanfe,No,Weekly,Hybrit
4,North America,Medium,Average,55,26,1,14,Software Engineer,Educatloh,Yes,Weekly,Onsite
4,Oceania,Medium,Good,32,52,1,30,Data Scientist,He.,Yes,Daily,Remode
9,Europe,Low,Good,29,51,1,28,Project Manager,Finance,No,None,Demo5e
3,South America,Low,Good,58,30,4,27,Sales,Healthcare,Yes,None,Remote
8,Asia,High,Poor,23,38,1,19,Software Engineer,Consulting,Yes,None,0nsite
6,Asia,High,Poor,20,24,4,30,Project Manager,,Yes,Weekly,Onsi.
5,South America,High,Good,50,43,3,26,Marketing,Retail,Yes,Daily,Hybrid
4,Europe,High,Good,29,56,1,28,Designer,Educatyon,No,Daily,Onsite
2,Africa,High,Average,60,36,2,16,Sales,Retail,No,Weekly,Onsite
2,North America,Medium,Poor,41,26,5,21,Software Engineer,,No,Daily,Hybrid
8,South America,Low,Poor,28,26,4,3,Marketing,,No,Weekly,Hybrid
2,Africa,Low,Poor,53,37,3,3,Sales,ID,No,Daily,Remote
1,Africa,High,Average,56,59,3,3,Software Engineer,IT,No,None,Remote
5,Oceania,Medium,Poor,55,58,2,25,Marketing,M.,Yes,Daily,Remote
9,Africa,High,Poor,33,36,2,34,Project Manager,Manufacturing,No,Daily,O.
1,Asia,Low,Poor,47,59,5,16,Designer,Healthcare,No,None,Hybrid
6,North America,Low,Average,33,56,1,11,Designer,Education,No,Weekly,Onsite
3,South America,High,Average,44,23,5,34,Marketing,Manufacturing,Yes,None,Hybrid
2,Asia,Medium,Good,56,24,3,4,HR,IT,No,Daily,Ramote
1,Oceania,Low,Average,59,28,4,7,Designer,Finance,No,Daily,Remote
3,North America,Low,Good,39,31,5,27,Data Scientist,Retail,No,None,Remote
5,Europe,Low,Good,37,38,3,25,Project Manager,Finance,Yes,None,
2,South America,Low,Good,60,56,1,30,Software Engineer,IT,No,None,Remote
2,North America,High,Average,51,47,1,21,HR,Consulding,Yes,Weekly,Remote
1,Europe,Low,Good,26,47,4,19,Marketing,Healthcare,Yes,Daily,Onaite
1,Africa,Medium,Poor,46,43,4,19,Marketing,Healthcare,Yes,None,
9,North America,High,Average,33,27,2,33,HR,Finance,No,Daily,Remo.
9,Asia,Low,Average,23,25,2,26,Project Manager,Retail,No,Weekly,Onsite
4,North America,Medium,Poor,21,35,3,3,Project Manager,Retail,Yes,None,Remote
3,Europe,Low,Average,39,50,3,22,Software Engineer,Finance,No,None,Onsite
3,Asia,Low,Good,26,30,2,12,Data Scientist,,Yes,Daily,Remote
5,Asia,Medium,Good,58,32,1,4,Marketing,Consulting,No,None,Remote
5,Europe,High,Good,48,54,1,1,Project Manager,Finance,Yes,Weekly,Hybrid
7,Europe,High,Good,33,23,2,26,Data Scientist,Mwjufacyuring,Yes,Daily,Onsite
8,North America,Medium,Good,25,29,4,35,HR,Healthcare,No,Daily,Onsu5e
3,North America,Medium,Poor,48,41,5,2,Sales,Manufacturing,No,None,Onsite
2,North America,High,Poor,53,39,3,18,HR,Retayl,No,Daily,Hybrid
2,Europe,High,Poor,60,22,1,22,Project Manager,Education,No,Weekly,Onsite
4,North America,Medium,Good,50,48,3,30,Software Engineer,Fynance,No,None,Remote
3,Europe,High,Good,21,52,1,23,Data Scientist,Healthcare,Yes,None,Hybrie
1,North America,Medium,Average,43,28,1,29,HR,ID,Yes,Daily,Remote
1,Africa,Medium,Good,31,36,4,1,Sales,Fin.,Yes,None,Remote
10,North America,High,Poor,58,29,5,33,HR,IT,Yes,None,Onzite
4,Oceania,High,Good,21,26,4,32,Designer,,No,Daily,Hyprid
5,South America,High,Average,60,27,2,31,Software Engineer,Finance,Yes,Weekly,Onsite
5,North America,Low,Good,30,31,4,14,Designer,Healthcare,Yes,Daily,Onsite
4,Europe,High,Poor,30,47,1,19,Project Manager,Ed.,No,Weekly,Remote
5,Asia,High,Poor,49,45,5,28,HR,Finance,Yes,None,Remote
7,South America,Low,Average,33,50,3,29,Project Manager,Consulting,No,None,Hybrid
3,Europe,High,Good,56,46,4,5,Data Scientist,I5,No,None,Remote
3,Africa,Medium,Good,46,24,4,15,Project Manager,Education,Yes,Weekly,Remote
3,Asia,High,Good,28,24,2,13,Designer,Fin.,No,Weekly,Remote
3,Europe,Low,Poor,25,53,5,9,Designer,Retaik,No,None,Onso6e
3,Africa,Medium,Poor,57,45,2,26,Project Manager,Education,No,Weekly,
1,Asia,High,Poor,52,37,4,27,Project Manager,Healthcare,No,Daily,Onsite
4,Africa,Medium,Good,34,29,5,26,Software Engineer,,Yes,Daily,Remote
4,Oceania,High,Good,56,38,3,6,HR,Consulting,No,None,Onsite
8,North America,Medium,Poor,25,60,1,3,Project Manager,Finance,Yes,Daily,Remote
6,South America,High,Average,43,47,4,29,Designer,Education,Yes,Daily,Onsite
10,North America,High,Poor,30,40,3,10,Data Scientist,Healthcare,No,Weekly,Hybrid
1,Oceania,High,Average,40,48,5,26,Project Manager,Finznfe,Yes,None,Onsite
4,Europe,Low,Average,20,44,5,20,Software Engineer,,No,None,Onsite
4,Asia,High,Average,50,37,4,13,Software Engineer,ID,Yes,Daily,Onsite
8,Oceania,High,Good,57,37,4,25,Software Engineer,Education,Yes,Weekly,Hyb.
5,North America,Low,Poor,48,50,3,4,Designer,Healthcare,Yes,Daily,Remote
3,Europe,Medium,Average,28,57,2,35,Software Engineer,H.,No,None,Remote
8,Africa,Medium,Good,29,42,5,11,Data Scientist,,Yes,Weekly,Remote
2,Asia,Low,Poor,47,24,1,1,Sales,Manufacturing,Yes,Daily,Hybrid
1,South America,High,Average,45,25,1,21,Marketing,Retail,No,Weekly,Hybrid
2,Asia,High,Good,26,39,4,26,Software Engineer,IT,No,Daily,Hybrid
3,Europe,Low,Good,30,40,3,2,Software Engineer,Manufacturing,No,None,Remo.
5,North America,High,Average,51,29,2,29,Marketing,Consulting,No,Daily,Hybrid
8,Asia,Medium,Average,43,56,4,6,Data Scientist,Manufacturing,Yes,Daily,Onsite
2,North America,High,Good,28,29,4,11,Marketing,Finance,Yes,None,0nsite
1,South America,High,Good,51,23,5,31,Project Manager,,Yes,None,Hy.
5,South America,High,Poor,44,49,3,33,Designer,Healthcare,No,Daily,Remota
3,North America,High,Poor,27,55,3,10,Project Manager,Manufacturing,Yes,Weekly,
3,Asia,High,Average,56,38,3,26,Sales,,Yes,Daily,Hybrid
9,Oceania,Low,Good,56,40,4,31,Data Scientist,Manufacturing,Yes,Weekly,Remote
4,North America,High,Good,40,34,1,23,Marketing,Finanve,No,Weekly,Onsite
2,North America,Low,Poor,22,52,3,30,Software Engineer,IT,No,None,Femlte
4,South America,High,Good,22,31,4,21,Marketing,IT,No,Daily,Onsite
9,Europe,High,Average,60,54,5,22,Sales,YT,No,Weekly,Onsite
2,Africa,Medium,Poor,45,47,3,24,Software Engineer,Healthcare,No,Daily,Remote
4,Oceania,High,Average,45,39,1,1,Project Manager,Manuf.,Yes,None,Onzite
4,Asia,Low,Good,37,52,3,34,Designer,Manufacturing,No,Daily,Onsite
3,South America,Low,Good,56,26,2,2,Software Engineer,IT,Yes,None,Hybrid
2,North America,Low,Average,26,34,2,26,Project Manager,Education,No,Weekly,Onsite
2,Oceania,Low,Good,53,26,5,18,Data Scientist,Healthcare,Yes,Daily,Remota
9,South America,Medium,Poor,23,50,4,5,Project Manager,Consulting,Yes,Daily,R2mite
1,North America,Medium,Good,47,51,4,20,HR,Retail,No,Weekly,Onzite
9,Oceania,High,Average,20,55,1,19,Data Scientist,Manufacturing,No,Daily,Remote
2,Europe,Medium,Poor,38,31,5,31,Marketing,Healthcare,Yes,Weekly,Remote
1,South America,Low,Good,29,48,1,24,Data Scientist,Healthcare,No,None,Ramote
3,North America,Low,Good,39,43,3,3,Marketing,,Yes,Daily,Remote
3,Africa,Medium,Poor,49,32,5,1,Marketing,Consulting,No,Weekly,Ons.
1,Oceania,Low,Poor,20,38,5,24,Sales,Healthcaff,No,Daily,Remote
8,North America,Medium,Good,60,30,5,13,Software Engineer,IT,No,None,Remote
8,Asia,Low,Good,37,28,2,29,HR,Finance,Yes,Daily,Onsite
4,Asia,High,Poor,47,30,2,28,Designer,Manufacturing,No,Weekly,Remote
8,Africa,Low,Poor,38,54,3,7,Project Manager,Retail,No,Weekly,Remote
2,Europe,High,Poor,54,43,3,27,Software Engineer,IT,Yes,Weekly,Onsite
2,Africa,High,Average,37,40,5,34,Sales,Consulting,Yes,Daily,Onsite
3,Asia,Low,Poor,37,53,4,6,Data Scientist,Healthcare,No,Weekly,Reno6e
4,South America,High,Good,29,31,2,12,Sales,Healthc.,No,Weekly,Hybrid
4,Africa,High,Poor,29,35,2,9,Sales,IT,Yes,Weekly,Onsite
4,Europe,High,Poor,58,25,1,22,Software Engineer,Finance,Yes,Weekly,Hyb.
3,South America,Low,Average,20,42,3,18,Marketing,Finxncw,No,None,Remote
2,South America,Low,Good,56,52,2,22,Data Scientist,Consulting,Yes,Weekly,Onsite
3,Europe,High,Good,59,58,1,3,Software Engineer,Healthcare,No,None,Hybrid
8,Asia,High,Average,55,51,3,3,Project Manager,IT,No,Weekly,0nsite
5,North America,Medium,Poor,43,55,4,33,HR,Consulting,No,Daily,Hybrid
1,South America,High,Average,30,30,1,16,Marketing,Healthcare,No,None,On.
4,South America,Medium,Good,32,28,1,18,Project Manager,IT,Yes,None,
4,North America,Medium,Poor,39,60,5,13,Designer,3etail,No,Weekly,0nsite
7,Europe,Medium,Poor,37,45,3,13,Software Engineer,,No,Weekly,Onsite
1,Africa,High,Average,28,51,4,23,Software Engineer,Manufacturing,Yes,Weekly,Ogsi4e
1,Africa,Low,Average,29,53,2,7,Designer,Consulting,No,Weekly,Hybrid
4,Europe,Medium,Average,25,24,2,4,HR,Manufacturing,Yes,Weekly,Onzite
1,Oceania,Medium,Good,34,52,5,32,Marketing,Retail,Yes,Weekly,Hybrid
4,South America,Medium,Good,54,27,2,28,Software Engineer,IT,No,None,Onsite
5,Europe,Low,Poor,54,43,3,2,HR,Retail,Yes,None,Hybrid
9,Africa,Low,Poor,42,40,2,3,Software Engineer,Retail,Yes,Weekly,Remote
1,Asia,Medium,Good,54,36,2,30,Marketing,Finance,No,Daily,Remote
3,South America,High,Good,60,22,5,30,Data Scientist,Retail,Yes,None,Hybrid
3,South America,Medium,Poor,44,33,1,20,Designer,Finance,Yes,None,Onsi.
9,Oceania,Low,Average,31,60,1,23,Project Manager,Educxtiom,Yes,Weekly,Onsite
2,Africa,Medium,Good,27,28,2,6,Designer,Hea.,Yes,Daily,Remo6d
3,Oceania,Medium,Poor,21,33,1,13,Sales,Finance,Yes,Daily,Onsite
3,Oceania,Low,Good,39,53,2,1,Data Scientist,Heaithcare,Yes,None,Hybrid
8,Europe,Medium,Good,25,56,1,35,Project Manager,Education,No,Weekly,Onsite
4,Asia,Low,Average,51,34,5,9,HR,Education,No,Weekly,Hybrid
3,Oceania,Low,Average,48,37,3,10,Designer,Retail,Yes,Daily,Remote
4,North America,Low,Good,26,22,5,16,Sales,Education,No,None,Hybrid
5,South America,Medium,Good,49,44,1,9,Data Scientist,Retail,No,None,Remote
8,Europe,Medium,Good,22,27,1,5,Sales,Consulting,No,Weekly,Remote
1,Europe,High,Poor,36,49,2,14,HR,Consulting,No,Weekly,Tybrid
1,Africa,Medium,Average,42,55,2,9,Software Engineer,Fin.,Yes,Weekly,Onsite
8,South America,Low,Poor,38,53,5,5,Designer,Manufacturing,Yes,Weekly,Ramote
4,North America,Medium,Poor,54,38,5,35,Marketing,3eucation,Yes,Weekly,Hybrid
3,Asia,Low,Good,31,39,3,34,Sales,1T,No,Weekly,Remo.
4,Europe,High,Average,44,56,2,16,Marketing,YT,Yes,Weekly,Hybrid
6,Africa,Low,Average,43,48,3,13,Marketing,IT,No,Weekly,Hybrid
9,North America,High,Poor,47,24,5,19,Designer,Finance,Yes,None,Remote
1,Oceania,High,Average,28,28,4,2,Designer,Ma.,Yes,Weekly,Onsite
8,Asia,Low,Average,33,58,3,18,Software Engineer,,Yes,Weekly,Hyb.
2,Africa,Medium,Good,58,35,4,31,Software Engineer,Finance,No,Weekly,Onsite
2,Asia,Low,Good,57,60,3,5,Designer,Healthcare,No,Daily,Hybrid
